exposure.id	exposure.trait	exposure.sample_size	exposure.sex	exposure.note	year	author	consortium	outcome.id	outcome.sample_size	N_case	outcome.year	outcome.nsnp	mr.pval	mr.b	mr.se	mr.method	mr.moescore
ukb-b-4414	Bacon intake	64949.0	Males and Females	103070: Output from GWAS pipeline using Phesant derived variables from UKBiobank	2018	Ben Elsworth	MRC-IEU	ieu-a-1136	50225.0	7333	2017.0	10680257	0.293823530365511	0.250597094706598	0.23871602134612802	FE IVW	1
ukb-b-4414	Bacon intake	64949.0	Males and Females	103070: Output from GWAS pipeline using Phesant derived variables from UKBiobank	2018	Ben Elsworth	MRC-IEU	ieu-a-1129	106776.0	61282	2017.0	10680257	0.971176141291304	0.0074818743767192	0.20706364669005398	FE IVW	1
ukb-b-4414	Bacon intake	64949.0	Males and Females	103070: Output from GWAS pipeline using Phesant derived variables from UKBiobank	2018	Ben Elsworth	MRC-IEU	ieu-a-1130	89677.0	46785	2017.0	10680257	0.7781912142338149	-0.0809209146022256	0.28728267812856106	FE IVW	1
ukb-b-4414	Bacon intake	64949.0	Males and Females	103070: Output from GWAS pipeline using Phesant derived variables from UKBiobank	2018	Ben Elsworth	MRC-IEU	ieu-a-1137	22068.0	4480	2017.0	10680257	0.8661112242717219	-0.11963729225457599	0.7095921795762371	FE IVW	1
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.822449047124892	0.0246777001682855	0.109419674938726	RE IVW	0.74
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.17789799666387698	-0.0456452872232133	0.0334385554715042	Simple mean	0.82
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.565121588487442	-0.025493831541986	0.0440231859143458	Simple mean	0.73
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.353957784994416	-0.00282885824743247	0.0030216502961036102	Penalised mode	0.83
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.342370516576982	-0.0574195795463575	0.0598352608732084	Penalised mode	0.89
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.17646633306907603	-0.0621239657519261	0.04533453484653201	Simple mean	0.81
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	0.12259335619974099	-0.547363608559026	0.35451487039281604	FE Egger	0.76
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.350188989082327	-0.20741215623792	0.222015734817838	Simple median	0.78
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1160	50225.0	7333	2015.0	195514	0.9611128499863009	-0.0171048179341012	0.350816779591031	FE IVW	1
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1162	89677.0	46785	2015.0	195514	2.24203238473014e-9	0.286256966032785	0.0478752713558439	FE IVW	1
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.018169271036751	0.46904262835075394	0.192295006508504	Simple mean	0.72
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.7742490246111591	0.0272081050477202	0.0948607692816999	Simple median	0.82
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.805022952070946	-0.0123439481338601	0.0497604016675526	RE IVW	0.84
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.607135419586591	0.0404174158724898	0.07814805705556599	RE IVW	0.76
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.27951282459521504	-0.00195979571454813	0.00179469936036822	RE IVW	0.82
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.0262748744556057	-0.00301719115809263	0.0013158596995267	Simple mean	0.85
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.0652338887149813	0.150428632461423	0.0815927525972901	FE IVW	0.7
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.890608130057916	-0.00939065441158121	0.0679570615742793	RE IVW	0.81
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	0.966676869369259	0.00368913577418667	0.0878979099629881	Simple mean	0.84
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.146794600283448	0.11851234589941001	0.0816793035247329	FE IVW	0.73
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	0.459438764941117	-0.0455350271045586	0.0615528420059555	Penalised median	0.85
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.931667739415624	-0.0045786259378696	0.0531486332417017	RE IVW	0.88
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1161	69970.0	27078	2015.0	195514	3.40452787586823e-4	0.261260938395219	0.0729290377333139	FE IVW	1
ebi-a-GCST004634	Basophil percentage of granulocytes	170223.0	NA	NA	2016	Astle WJ	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.960315244319264	0.00555549517990816	0.11113335424233198	RE IVW	0.78
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.9961104294853249	9.34740206339824e-4	0.191746575161699	Penalised median	0.75
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.405293973032871	0.0465474857084673	0.0559328027945538	Simple median	0.88
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.7790343307875051	-0.0141821643209222	0.050311708848291996	Simple mean	0.79
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.7247076592158499	-0.00175801892939255	0.00496211750799066	Simple mode	0.87
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.984493685440595	8.62832742999473e-4	0.0442036538872624	RE IVW	0.91
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.0458263083738044	-0.0692376840887603	0.0337892675619714	Simple mean	0.83
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	0.29151519326571196	-0.15906148183370097	0.14932232271343202	Simple mean	0.8
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.469163494599825	-0.15974901073460998	0.220696341995129	Simple median	0.79
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1160	50225.0	7333	2015.0	195514	0.612522770951538	0.156208334272016	0.308422192793814	FE IVW	1
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1162	89677.0	46785	2015.0	195514	7.69943182963447e-5	0.260468291096882	0.0658818264222164	FE IVW	1
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.35958267503250607	-0.357747428175104	0.38649622306122794	RE Egger	0.74
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.32156520268002897	-0.16495441733177899	0.164761586345542	Simple mode	0.84
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.9876634598022759	7.41346424699688e-4	0.0477395431719937	RE IVW	0.9
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.6725231627268261	0.0453928946029612	0.10739110528168302	Weighted median	0.72
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.22388587605075602	-0.00209940785104974	0.00170828321296964	RE IVW	0.84
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.0171745452946896	-0.00296737971744407	0.0012011043875908801	Simple mean	0.86
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.565600710956077	0.0463619397760656	0.080693656573505	FE IVW	0.78
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.8589082282127259	0.0117565079288673	0.065841966004702	RE IVW	0.86
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	0.46766727349311	-0.06064584702186401	0.0829525922337141	RE IVW	0.74
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.39660339383951	0.110186047691711	0.12998190094208198	Simple median	0.78
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	0.9006247718863081	-0.0078121067804486	0.0625608446626142	Weighted median	0.78
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.9071038696662271	0.00676663372091516	0.0577341560449977	RE IVW	0.84
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1161	69970.0	27078	2015.0	195514	2.04494595658193e-7	0.24655936467319298	0.0474590270015809	FE IVW	1
ebi-a-GCST004631	Basophil percentage of white cells	171996.0	NA	NA	2016	Astle WJ	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.6402094077426079	0.0926574528095593	0.19823760596607898	Simple median	0.8
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.00785508853070728	0.11276116045816802	0.0424195459035437	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.12119001797088601	0.0258691884857134	0.0166919748460014	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0221511549472911	0.0573934208514488	0.0250871033983838	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.46621489227711105	5.76978926091889e-4	7.918448783666889e-4	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0213986405110119	0.032353964777427004	0.0140615855201725	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.0378676304682031	0.0477521910970365	0.0229988651512377	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	5.51340046721679e-9	0.24269460699531897	0.0416222555807928	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	2.40256232302013e-4	0.12122218900379801	0.0330087253346922	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.576499262158829	-0.0626703885564713	0.112210874514436	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.378804595921884	0.024067181247759997	0.0273459309442625	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.7906748371291341	0.0059587150057329	0.0224489175279184	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.157399302110154	0.0510124469433097	0.0360799450351224	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.472350098709803	6.01351429514018e-4	8.36767001320251e-4	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.43053440037827	5.32821299952507e-4	6.759311206004679e-4	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.0978143009991391	0.0704341356526622	0.0425444186880867	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.151443081792011	0.0384497828852648	0.026804494491092005	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	0.0167410289787618	0.0578748689662791	0.0241916749355916	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.11749178055775698	0.0699625896517483	0.0446934276678962	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	0.555939198659577	0.0117458160639078	0.0199458963858899	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.0297303847056813	0.0495436358236652	0.0227926845227982	FE IVW	1
prot-a-216	Beta-1,4-galactosyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.37228769078334994	0.0529087737540941	0.0593017141666591	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	3.4447750213666296e-8	0.20616747306261898	0.0373682527411111	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0831396919362495	0.0291415992072422	0.0168180980249859	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.9304557259290491	0.00121984395091515	0.0139775789232393	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-a-55	337159.0	7480	2017.0	10894596	0.640980172682494	7.6165587225224e-4	0.00163330226464953	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.10776037390188901	0.0127742535423596	0.0079425000016468909	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.29346638772103495	-0.0394066432544549	0.0375105714062787	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	1.99972902370635e-4	0.277158960799448	0.0745241143620487	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	0.15003288221584601	0.0850270866455587	0.0590705716438465	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1163	6881.0	920	2015.0	8828662	6.39875084842088e-11	0.203273961902162	0.0311096477320549	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	2.66883928209703e-9	-0.0457690434536784	0.007691280884391309	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.17402738893584802	0.029580385743458996	0.0217602635478242	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.917049891815203	-0.0021452038260016803	0.0205971474982588	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.329686392052227	-7.54558143510144e-4	7.74107649973072e-4	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.28539879589920003	0.00150365674753241	0.00140756263094554	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.685045140495926	-0.0456823627561715	0.112632353611868	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.307010061760565	0.0210113457922876	0.020568788997246998	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	0.328750194903706	0.0282955042873323	0.0289724640283262	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.9277357928042379	-0.00234999634835207	0.0259112854872534	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	0.5790858331172211	0.0107373149079775	0.0193562602659389	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.46668450838072395	0.0108549660410166	0.0149130408835247	FE IVW	1
prot-a-220	Beta-1,4-galactosyltransferase 6	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.543198857259816	0.0256783012362597	0.0422352403466399	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1165	37954.0	2900	2015.0	12940150	0.00543812219610327	0.0391840604522838	0.0140956618311554	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0383178211090002	0.0324851212516178	0.015682395942082	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0595368156148216	0.0350891191329326	0.0186227396165927	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0729383944802485	0.0237436477713774	0.0132408186859388	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1168	33832.0	15748	2015.0	13011123	0.644236974752855	-8.296582730539059e-4	0.00179664117641671	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1164	23059.0	1333	2015.0	8714606	0.0648693659253293	0.10898527246794401	0.0590335781498947	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1134	21814.0	4226	2017.0	10680257	1.24210654550781e-12	0.12189595483929301	0.0171669781146513	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1163	6881.0	920	2015.0	8828662	7.16565814590047e-8	-0.116314622295416	0.0215918571880535	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.0558848110088232	-0.0183344069118493	0.00958946187404365	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.00900450369227515	0.045971530111109	0.0176009140814159	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.143091424971236	0.0451790968820844	0.0308521292080697	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.30019763358490303	7.65192997262691e-4	7.38596388779036e-4	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.5	9.699383717158609e-4	9.699383717158609e-4	Wald ratio	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.053338939076655	0.05306417127874	0.0274635581070619	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.8544032676831429	0.0026382201403777803	0.0143769767008624	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1131	32498.0	14910	2017.0	10680257	0.65752922426641	0.005545707323172571	0.0125092927780125	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1136	50225.0	7333	2017.0	10680257	0.0245036731463096	0.0305302990926855	0.0135742180397619	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1129	106776.0	61282	2017.0	10680257	0.00135722128999496	0.0400882782659433	0.012513519468121	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1130	89677.0	46785	2017.0	10680257	0.719864118356429	0.007570626034262579	0.0211092392061419	FE IVW	1
prot-a-212	Beta-1,4-glucuronyltransferase 1	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1137	22068.0	4480	2017.0	10680257	0.9838840839008699	4.7202098207554504e-4	0.023367746610611	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1163	6881.0	920	2015.0	8828662	0.101851761630581	0.18351022511064	0.112174052511373	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1167	22286.0	4202	2015.0	13011123	0.199954575342577	0.068752625651633	0.0536425413614356	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1132	83691.0	38197	2017.0	10680257	0.0837733373719204	0.0709377611496816	0.0410234607098854	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1135	55149.0	9655	2017.0	10680257	0.0478308942823423	0.13154261480455498	0.0664736754397233	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-d-C3_BREAST_3	361194.0	9721	2018.0	13217865	0.7376560965227729	1.8292037634962601e-4	5.46097987030773e-4	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ukb-b-16890	462933.0	10303	2018.0	9851867	0.12495885308098	0.00137451903238465	8.958677675709349e-4	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1166	21695.0	3611	2015.0	13011123	0.00302055402764971	0.275446110499306	0.0928791960678045	FE IVW	1
prot-a-674	Beta-crystallin B2	3301.0	Males and Females	NA	2018	Sun BB	NA	ieu-a-1133	69970.0	27078	2017.0	10680257	0.965509756855017	0.002082147507909	0.0481526262919293	FE IVW	1
