id.exposure	id.outcome	exposure	outcome	method	nsnp	egger_intercept	egger_intercept_se	egger_intercept_pval	Q	Q_df	Q_pval	exposure_name	exposure_cat
prot-a-2166	ieu-a-1126	Platelet-activating factor acetylhydrolase IB subunit beta	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.0015961722093862881	0.06634436867209868	0.9846865858164404	1.4309816905132657	2	0.4889520530893327	Platelet-activating factor acetylhydrolase IB subunit beta (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2166	ieu-a-1126	Platelet-activating factor acetylhydrolase IB subunit beta	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.0015961722093862881	0.06634436867209868	0.9846865858164404	1.4301538739234068	1	0.23173932782314968	Platelet-activating factor acetylhydrolase IB subunit beta (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2308	ieu-a-1126	Plexin-B2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.020116978466976097	0.012157218451307319	0.3460630109915012	4.721747592570632	2	0.09433775519138003	Plexin-B2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2308	ieu-a-1126	Plexin-B2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.020116978466976097	0.012157218451307319	0.3460630109915012	1.2631245359723078	1	0.2610604861845259	Plexin-B2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1610	ieu-a-1126	Potassium voltage-gated channel subfamily E member 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.001109260316641049	0.015939517396796533	0.9557677736923453	0.5415763704291837	2	0.7627780469633947	Potassium voltage-gated channel subfamily E member 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1610	ieu-a-1126	Potassium voltage-gated channel subfamily E member 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.001109260316641049	0.015939517396796533	0.9557677736923453	0.5367333464765968	1	0.463789695509345	Potassium voltage-gated channel subfamily E member 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2357	ieu-a-1126	PR domain zinc finger protein 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.21497551435181672	0.08138919384254188	0.2304060091392367	7.081631924089275	2	0.02898966296433328	PR domain zinc finger protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2357	ieu-a-1126	PR domain zinc finger protein 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.21497551435181672	0.08138919384254188	0.2304060091392367	0.10502106226351089	1	0.7458853923596995	PR domain zinc finger protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2073	ieu-a-1126	Pro-FMRFamide-related neuropeptide FF	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.01160420925044868	0.0356571936085328	0.7997015355278959	0.7949991967104594	2	0.6719982125521025	Pro-FMRFamide-related neuropeptide FF (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2073	ieu-a-1126	Pro-FMRFamide-related neuropeptide FF	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.01160420925044868	0.0356571936085328	0.7997015355278959	0.6890892414005881	1	0.40647433631203883	Pro-FMRFamide-related neuropeptide FF (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-648	ieu-a-1126	Probable carboxypeptidase X1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.003675877980013668	0.01414304280293413	0.8381196316515119	1.603496514725263	2	0.4485441077128571	Probable carboxypeptidase X1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-648	ieu-a-1126	Probable carboxypeptidase X1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.003675877980013668	0.01414304280293413	0.8381196316515119	1.5020316795243929	1	0.2203590192975604	Probable carboxypeptidase X1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2427	ieu-a-1126	Prostaglandin F2 receptor negative regulator	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.0038127225330928474	0.009486335469642952	0.7567105680662753	0.5320763090324051	2	0.7664098849447819	Prostaglandin F2 receptor negative regulator (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2427	ieu-a-1126	Prostaglandin F2 receptor negative regulator	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.0038127225330928474	0.009486335469642952	0.7567105680662753	0.370538776534008	1	0.5427107351645303	Prostaglandin F2 receptor negative regulator (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-995	ieu-a-1126	Protein eva-1 homolog C	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-5.657490521446719e-4	0.02535087139181894	0.9857950737518667	0.8275112426033074	2	0.6611625055573982	Protein eva-1 homolog C (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-995	ieu-a-1126	Protein eva-1 homolog C	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-5.657490521446719e-4	0.02535087139181894	0.9857950737518667	0.8270132052850498	1	0.3631376161213529	Protein eva-1 homolog C (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1049	ieu-a-1126	Protein FAM3B	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.05424954602495851	0.011266659129988301	0.13036136626540593	23.39233710086705	2	8.325657465065027e-6	Protein FAM3B (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1049	ieu-a-1126	Protein FAM3B	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.05424954602495851	0.011266659129988301	0.13036136626540593	0.2076143743913999	1	0.6486436931748236	Protein FAM3B (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2030	ieu-a-1126	Protein kinase C-binding protein NELL1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	1.466484186142484	1	0.2259012301966101	Protein kinase C-binding protein NELL1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2329	ieu-a-1126	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.38011489220879363	1	0.5375417544039586	Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2616	ieu-a-1126	Protein S100-A13	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Wald ratio	1	NA	NA	NA	NA	NA	NA	Protein S100-A13 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2616	ieu-a-1126	Protein S100-A13	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	NO SENSITIVITY	1	NA	NA	NA	NA	NA	NA	Protein S100-A13 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2720	ieu-a-1126	Protein shisa-3 homolog	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.025862035168870492	0.016658334366800445	0.3642946730809316	19.301420935734022	2	6.4379810995186e-5	Protein shisa-3 homolog (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2720	ieu-a-1126	Protein shisa-3 homolog	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.025862035168870492	0.016658334366800445	0.3642946730809316	5.6598243787083655	1	0.01735786101260007	Protein shisa-3 homolog (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3093	ieu-a-1126	Protein-tyrosine sulfotransferase 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.05463863575833316	0.037670220815305536	0.2840068512744436	15.572306707897917	3	0.0013874855479679966	Protein-tyrosine sulfotransferase 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3093	ieu-a-1126	Protein-tyrosine sulfotransferase 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.05463863575833316	0.037670220815305536	0.2840068512744436	7.589223019813308	2	0.02249164189974594	Protein-tyrosine sulfotransferase 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2609	ieu-a-1126	Reticulon-4 receptor	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.007682209009039054	0.012584926512626176	0.6510986892524846	0.37375445886567255	2	0.8295455739145481	Reticulon-4 receptor (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2609	ieu-a-1126	Reticulon-4 receptor	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.007682209009039054	0.012584926512626176	0.6510986892524846	0.0011304191999933519	1	0.9731788121513351	Reticulon-4 receptor (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2493	ieu-a-1126	Retinoic acid receptor responder protein 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	1.04359698816668	1	0.30698638076826185	Retinoic acid receptor responder protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-149	ieu-a-1126	Rho GTPase-activating protein 30	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	5	0.019556811607154844	0.013512987918824259	0.24363177409141415	3.2660378525076026	4	0.5143312027718306	Rho GTPase-activating protein 30 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-149	ieu-a-1126	Rho GTPase-activating protein 30	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	5	0.019556811607154844	0.013512987918824259	0.24363177409141415	1.1714753356358292	3	0.7598535157567607	Rho GTPase-activating protein 30 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2561	ieu-a-1126	RING finger protein 122	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	0.13212566970163703	1	0.7162381732066853	RING finger protein 122 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2575	ieu-a-1126	rRNA methyltransferase 3, mitochondrial	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.0032181319171575343	0.007855865943541717	0.721773107872143	2.5135730361322155	3	0.4728431250965614	rRNA methyltransferase 3, mitochondrial (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2575	ieu-a-1126	rRNA methyltransferase 3, mitochondrial	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.0032181319171575343	0.007855865943541717	0.721773107872143	2.31899683588525	2	0.31364345936690646	rRNA methyltransferase 3, mitochondrial (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2291	ieu-a-1126	Secretory phospholipase A2 receptor	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Wald ratio	1	NA	NA	NA	NA	NA	NA	Secretory phospholipase A2 receptor (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2291	ieu-a-1126	Secretory phospholipase A2 receptor	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	NO SENSITIVITY	1	NA	NA	NA	NA	NA	NA	Secretory phospholipase A2 receptor (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2820	ieu-a-1126	Serine protease inhibitor Kazal-type 6	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	1.4826785411319672	1	0.22335590950334044	Serine protease inhibitor Kazal-type 6 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2877	ieu-a-1126	Serine/threonine-protein kinase 16	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.021948003509601285	0.012954258751945941	0.23229651515826155	3.7843752019023773	3	0.2857087953539802	Serine/threonine-protein kinase 16 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2877	ieu-a-1126	Serine/threonine-protein kinase 16	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.021948003509601285	0.012954258751945941	0.23229651515826155	0.9138265835305659	2	0.6332352443925986	Serine/threonine-protein kinase 16 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2878	ieu-a-1126	Serine/threonine-protein kinase 17B	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	2.7495301467925835	1	0.09728301227880315	Serine/threonine-protein kinase 17B (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2729	ieu-a-1126	Sialic acid-binding Ig-like lectin 7	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.011109215900795673	0.009615599715721372	0.45419865347218813	1.6642679681824777	2	0.4351197562354854	Sialic acid-binding Ig-like lectin 7 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2729	ieu-a-1126	Sialic acid-binding Ig-like lectin 7	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.011109215900795673	0.009615599715721372	0.45419865347218813	0.32947453217391787	1	0.5659686664979363	Sialic acid-binding Ig-like lectin 7 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2748	ieu-a-1126	Solute carrier family 22 member 16	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	0.005899944016912495	0.022190180511639165	0.8152309451697435	9.876379107477005	3	0.019646722260657473	Solute carrier family 22 member 16 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2748	ieu-a-1126	Solute carrier family 22 member 16	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	0.005899944016912495	0.022190180511639165	0.8152309451697435	9.539203439518575	2	0.008483758400503277	Solute carrier family 22 member 16 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2875	ieu-a-1126	Stromal interaction molecule 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.013261765257502726	0.03178252012129037	0.748343127219335	3.846816185549137	2	0.1461081624625845	Stromal interaction molecule 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2875	ieu-a-1126	Stromal interaction molecule 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.013261765257502726	0.03178252012129037	0.748343127219335	3.276365221182679	1	0.07028442644334229	Stromal interaction molecule 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2889	ieu-a-1126	Syntaxin-7	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.004196388349157947	0.012834182030782156	0.7988202759721649	2.026711100657464	2	0.36299887266479575	Syntaxin-7 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2889	ieu-a-1126	Syntaxin-7	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.004196388349157947	0.012834182030782156	0.7988202759721649	1.8309642349622237	1	0.17601369731081298	Syntaxin-7 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3071	ieu-a-1126	Tenascin-X	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.017658356704178597	0.03762102395778742	0.7206203054182873	2.18107953749947	2	0.33603506351986256	Tenascin-X (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3071	ieu-a-1126	Tenascin-X	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.017658356704178597	0.03762102395778742	0.7206203054182873	1.787312142149434	1	0.18125399490579283	Tenascin-X (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3123	ieu-a-1126	Thioredoxin domain-containing protein 12	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	7	-0.026263649472456907	0.03343785353821557	0.4677601058666084	14.086257390764732	6	0.02868732322446495	Thioredoxin domain-containing protein 12 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3123	ieu-a-1126	Thioredoxin domain-containing protein 12	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	7	-0.026263649472456907	0.03343785353821557	0.4677601058666084	12.539115126994083	5	0.028102636036066882	Thioredoxin domain-containing protein 12 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3109	ieu-a-1126	Thiosulfate sulfurtransferase	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.0010580380099661881	0.00970468365955785	0.9308665679564142	0.7399298291341221	2	0.6907585657755385	Thiosulfate sulfurtransferase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3109	ieu-a-1126	Thiosulfate sulfurtransferase	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.0010580380099661881	0.00970468365955785	0.9308665679564142	0.728043718366099	1	0.3935180313600479	Thiosulfate sulfurtransferase (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3076	ieu-a-1126	Torsin-1A-interacting protein 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.0105027507064189	0.02206083945312033	0.6809529577720732	9.168475954294081	3	0.02713277640011108	Torsin-1A-interacting protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3076	ieu-a-1126	Torsin-1A-interacting protein 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.0105027507064189	0.02206083945312033	0.6809529577720732	8.235207479487883	2	0.016283487202075494	Torsin-1A-interacting protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1258	ieu-a-1126	Transmembrane glycoprotein NMB	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.010416241853012315	0.009304606525467612	0.464152611412591	1.5809737771323034	2	0.4536238772263274	Transmembrane glycoprotein NMB (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1258	ieu-a-1126	Transmembrane glycoprotein NMB	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.010416241853012315	0.009304606525467612	0.464152611412591	0.32775733083288544	1	0.5669826465233133	Transmembrane glycoprotein NMB (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3000	ieu-a-1126	Transmembrane protein 132C	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	5.4545171016515495	1	0.019517797914454495	Transmembrane protein 132C (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2951	ieu-a-1126	Trefoil factor 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.023294257260465114	0.01791277125386555	0.32312648553312495	7.271819371021736	3	0.06372054639009066	Trefoil factor 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2951	ieu-a-1126	Trefoil factor 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.023294257260465114	0.01791277125386555	0.32312648553312495	3.9401789362340653	2	0.1394443798308457	Trefoil factor 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2392	ieu-a-1126	Trypsin-2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.014587211369930263	0.028319694394754222	0.697193612382399	2.0573790670908623	2	0.3574751128969841	Trypsin-2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2392	ieu-a-1126	Trypsin-2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.014587211369930263	0.028319694394754222	0.697193612382399	1.6259773113904499	1	0.20226034695149608	Trypsin-2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2393	ieu-a-1126	Trypsin-3	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.04594526454155791	0.01751290896195345	0.11974680798297294	7.115871746448026	3	0.06829482877978257	Trypsin-3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2393	ieu-a-1126	Trypsin-3	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.04594526454155791	0.01751290896195345	0.11974680798297294	0.23307519044813693	2	0.8899966367247307	Trypsin-3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2930	ieu-a-1126	Tubulin-specific chaperone A	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	1.4302610772354476	1	0.2317218352725069	Tubulin-specific chaperone A (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3048	ieu-a-1126	Tumor necrosis factor receptor superfamily member 1B	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.0053154361782711415	0.00967192976677445	0.6800885722714698	0.6649561910581815	2	0.7171443773600934	Tumor necrosis factor receptor superfamily member 1B (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3048	ieu-a-1126	Tumor necrosis factor receptor superfamily member 1B	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.0053154361782711415	0.00967192976677445	0.6800885722714698	0.36292517227138654	1	0.5468861408926693	Tumor necrosis factor receptor superfamily member 1B (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2978	ieu-a-1126	Tyrosine-protein kinase receptor Tie-1, soluble	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	0.004941110986479505	0.006604172601779389	0.5323667116133083	0.8478146061091782	3	0.8379994839600946	Tyrosine-protein kinase receptor Tie-1, soluble (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2978	ieu-a-1126	Tyrosine-protein kinase receptor Tie-1, soluble	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	0.004941110986479505	0.006604172601779389	0.5323667116133083	0.28804103783913637	2	0.8658699811604269	Tyrosine-protein kinase receptor Tie-1, soluble (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3180	ieu-a-1126	Ubiquitin carboxyl-terminal hydrolase 25	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-9.443292919292097e-4	0.015675522097375078	0.9616948627214661	0.7474024473190598	2	0.6881824937630032	Ubiquitin carboxyl-terminal hydrolase 25 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3180	ieu-a-1126	Ubiquitin carboxyl-terminal hydrolase 25	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-9.443292919292097e-4	0.015675522097375078	0.9616948627214661	0.7437733142462881	1	0.388454825625352	Ubiquitin carboxyl-terminal hydrolase 25 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1573	ieu-a-1126	Ubiquitin-like protein ISG15	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	0.004994284505880682	0.010145001870640925	0.6712471803672722	1.7438208952626102	3	0.6272357515186622	Ubiquitin-like protein ISG15 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1573	ieu-a-1126	Ubiquitin-like protein ISG15	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	0.004994284505880682	0.010145001870640925	0.6712471803672722	1.5014713021913546	2	0.47201918355585604	Ubiquitin-like protein ISG15 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2747	ieu-a-1126	Urea transporter 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.011871083110145751	0.02098398858459994	0.6285891864757365	7.708267220225506	3	0.05244186418184157	Urea transporter 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-2747	ieu-a-1126	Urea transporter 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.011871083110145751	0.02098398858459994	0.6285891864757365	6.644942648825872	2	0.03606359668815082	Urea transporter 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3193	ieu-a-1126	Vascular cell adhesion protein 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	2	NA	NA	NA	23.197464428314372	1	1.4618995398145453e-6	Vascular cell adhesion protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1622	ieu-a-1126	Vascular endothelial growth factor receptor 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.0013517294100549172	0.025622612387532606	0.9627222754868825	17.070465175565683	3	6.83545776485357e-4	Vascular endothelial growth factor receptor 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1622	ieu-a-1126	Vascular endothelial growth factor receptor 2	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.0013517294100549172	0.025622612387532606	0.9627222754868825	17.04674356646931	2	1.9876809128587433e-4	Vascular endothelial growth factor receptor 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1129	ieu-a-1126	Vascular endothelial growth factor receptor 3	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	4	-0.0016914138593499771	0.025547930010744145	0.9532368461782085	16.97576863273935	3	7.148985903088732e-4	Vascular endothelial growth factor receptor 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1129	ieu-a-1126	Vascular endothelial growth factor receptor 3	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	4	-0.0016914138593499771	0.025547930010744145	0.9532368461782085	16.938646148271758	2	2.098068790071018e-4	Vascular endothelial growth factor receptor 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3243	ieu-a-1126	Xyloside xylosyltransferase 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	0.006387230898932321	0.026271733417137635	0.8481695887524902	0.29047579134508394	2	0.8648165325263046	Xyloside xylosyltransferase 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3243	ieu-a-1126	Xyloside xylosyltransferase 1	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	0.006387230898932321	0.026271733417137635	0.8481695887524902	0.23136758575504834	1	0.6305116332235845	Xyloside xylosyltransferase 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3258	ieu-a-1126	Zinc fingers and homeoboxes protein 3	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	3	-0.03261262009440325	0.01485618226508448	0.2721212731718197	4.856235902984707	2	0.08820267818753541	Zinc fingers and homeoboxes protein 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3258	ieu-a-1126	Zinc fingers and homeoboxes protein 3	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	MR Egger	3	-0.03261262009440325	0.01485618226508448	0.2721212731718197	0.03723569739402411	1	0.8469859604697003	Zinc fingers and homeoboxes protein 3 (M/F) Sun BB/2018 [  3K]	Proteins
ieu-a-1	ieu-a-1126	Adiponectin	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Inverse variance weighted	11	-0.007897106136869175	0.0039429611520485535	0.07620350867592596	15.318080432424715	10	0.12088836245713783	Adiponectin (M/F) Dastani Z/2012 [ 39K]	Other biomarkers
