id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	lo_ci	up_ci	or	or_lci95	or_uci95	OR_CI	effect_direction	exposure_name	exposure_cat
prot-a-3193	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Vascular cell adhesion protein 1	Inverse variance weighted	2	-0.02614542811802062	0.14598212511941647	0.8578590232866805	-0.3122703933520769	0.25997953711603566	0.9741934041931175	0.7317836320453485	1.2969035480074282	0.974 [0.732:1.297]	overlaps null	Vascular cell adhesion protein 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1622	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Vascular endothelial growth factor receptor 2	Inverse variance weighted	4	-0.036892504452255254	0.022930722733510673	0.10764522294628605	-0.08183672100993616	0.008051712105425664	0.9637797318110508	0.9214223953325755	1.008084214313585	0.964 [0.921:1.008]	overlaps null	Vascular endothelial growth factor receptor 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1622	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Vascular endothelial growth factor receptor 2	MR Egger	4	-0.034403399522097394	0.05489788069893983	0.5948655829307106	-0.14200324569201947	0.07319644664782468	0.9661816687895468	0.8676184404590959	1.0759418813309143	0.966 [0.868:1.076]	overlaps null	Vascular endothelial growth factor receptor 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1622	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Vascular endothelial growth factor receptor 2	Weighted median	4	-0.03154259704559631	0.017194093667731183	0.06657952995588262	-0.06524302063434942	0.002157826543156806	0.9689496811808938	0.936839764316931	1.0021601563263065	0.969 [0.937:1.002]	overlaps null	Vascular endothelial growth factor receptor 2 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1129	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Vascular endothelial growth factor receptor 3	Inverse variance weighted	4	-0.02854779431794759	0.01781071383535352	0.10896911828729254	-0.0634567934352405	0.006361204799345311	0.9718558438489151	0.9385146684194624	1.0063814802318547	0.972 [0.939:1.006]	overlaps null	Vascular endothelial growth factor receptor 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1129	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Vascular endothelial growth factor receptor 3	MR Egger	4	-0.025515454018450824	0.05072088778650644	0.6648574674435479	-0.12492839408000345	0.07389748604310181	0.9748073141591165	0.8825600968497138	1.0766964234277216	0.975 [0.883:1.077]	overlaps null	Vascular endothelial growth factor receptor 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-1129	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Vascular endothelial growth factor receptor 3	Weighted median	4	-0.012312530014402164	0.011390103860536365	0.2797038410394957	-0.034637133581053435	0.010012073552249109	0.9877629590452099	0.9659558656163858	1.0100623620512528	0.988 [0.966:1.01]	overlaps null	Vascular endothelial growth factor receptor 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3243	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Xyloside xylosyltransferase 1	Inverse variance weighted	3	0.050352651980235016	0.020140202914956346	0.01241559803602866	0.010877854266920575	0.08982744969354946	1.0516418945874437	1.0109372332335824	1.0939854998850682	1.052 [1.011:1.094]	positive	Xyloside xylosyltransferase 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3243	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Xyloside xylosyltransferase 1	MR Egger	3	0.021904684273987386	0.11873181543818266	0.8838567502836363	-0.21080967398485062	0.2546190425328254	1.0221463532053991	0.8099282026201523	1.2899701035118651	1.022 [0.81:1.29]	overlaps null	Xyloside xylosyltransferase 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3243	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Xyloside xylosyltransferase 1	Weighted median	3	0.048451342741143405	0.02237466571045265	0.03035282036059264	0.004596997948656215	0.0923056875336306	1.0496442977634697	1.0046075803532764	1.0967000183692914	1.05 [1.005:1.097]	positive	Xyloside xylosyltransferase 1 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3258	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Zinc fingers and homeoboxes protein 3	Inverse variance weighted	3	-0.018819205520229018	0.039967703260571655	0.6377404861860495	-0.09715590391094946	0.05951749287049142	0.9813567700918614	0.9074145256314792	1.061324326426146	0.981 [0.907:1.061]	overlaps null	Zinc fingers and homeoboxes protein 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3258	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Zinc fingers and homeoboxes protein 3	MR Egger	3	0.173099506343684	0.09111051752096608	0.3084441094667366	-0.005477107997409497	0.3516761206847775	1.1889844106892604	0.9945378640116896	1.4214480715291014	1.189 [0.995:1.421]	overlaps null	Zinc fingers and homeoboxes protein 3 (M/F) Sun BB/2018 [  3K]	Proteins
prot-a-3258	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Zinc fingers and homeoboxes protein 3	Weighted median	3	-0.04936705968164197	0.03359582680779567	0.14171342060901407	-0.11521488022492149	0.01648076086163755	0.9518316865333442	0.8911746275266196	1.0166173177566686	0.952 [0.891:1.017]	overlaps null	Zinc fingers and homeoboxes protein 3 (M/F) Sun BB/2018 [  3K]	Proteins
ieu-a-1	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Adiponectin	Inverse variance weighted	11	-0.054050182812045426	0.041146397107631356	0.18897859374742673	-0.1346971211430029	0.02659675551891203	0.947384562887418	0.8739805818441806	1.026953605883893	0.947 [0.874:1.027]	overlaps null	Adiponectin (M/F) Dastani Z/2012 [ 39K]	Other biomarkers
ieu-a-1	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Adiponectin	MR Egger	11	0.02345632912613589	0.05290326474016745	0.6679566040109169	-0.0802340697645923	0.12714672801686408	1.0237335924298252	0.9229002980469242	1.1355836274916764	1.024 [0.923:1.136]	overlaps null	Adiponectin (M/F) Dastani Z/2012 [ 39K]	Other biomarkers
ieu-a-1	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Adiponectin	Weighted median	11	-0.02616145214463103	0.04318201701740961	0.5446200984613668	-0.11079820549875387	0.058475301209491806	0.9741777938171559	0.8951193608701523	1.0602187992491963	0.974 [0.895:1.06]	overlaps null	Adiponectin (M/F) Dastani Z/2012 [ 39K]	Other biomarkers
ukb-d-30630_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Apoliprotein A	Inverse variance weighted	222	0.06189797937719343	0.02412319638727012	0.01029051739878236	0.014616514458143999	0.10917944429624285	1.063853804163764	1.014723858064402	1.1153624778199316	1.064 [1.015:1.115]	positive	Apoliprotein A (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ukb-d-30630_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Apoliprotein A	MR Egger	222	0.09135149019948446	0.036367043742811016	0.012725223378349776	0.020072084463574877	0.16263089593539404	1.0956540492452425	1.0202748833437234	1.1766023208306995	1.096 [1.02:1.177]	positive	Apoliprotein A (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ukb-d-30630_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Apoliprotein A	Weighted median	222	0.06527522930943173	0.028379814622631977	0.02144491506833876	0.009650792649073058	0.1208996659697904	1.06745277824851	1.009697511719524	1.1285116785619882	1.067 [1.01:1.129]	positive	Apoliprotein A (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ieu-a-780	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	Inverse variance weighted	37	0.07909681735343335	0.026609197342689336	0.0029534983690218436	0.026942790561762256	0.13125084414510446	1.0823091033008905	1.027309029309844	1.140253771423513	1.082 [1.027:1.14]	positive	HDL cholesterol (M/F) Willer CJ/2013 [ 92K]	Other biomarkers
ieu-a-780	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	MR Egger	37	0.07913839224307381	0.049066378395359996	0.1157514274252669	-0.017031709411831783	0.17530849389797942	1.0823541011178004	0.9831125102211875	1.1916137654915524	1.082 [0.983:1.192]	overlaps null	HDL cholesterol (M/F) Willer CJ/2013 [ 92K]	Other biomarkers
ieu-a-780	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	Weighted median	37	0.07344482878828372	0.02774674098810491	0.008121623051720903	0.019061216451598098	0.12782844112496933	1.0762091592705683	1.0192440412111774	1.1363580336673167	1.076 [1.019:1.136]	positive	HDL cholesterol (M/F) Willer CJ/2013 [ 92K]	Other biomarkers
ukb-d-30760_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	Inverse variance weighted	245	0.08180689134383543	0.022560831316794507	2.877803256843087e-4	0.03758766196291819	0.12602612072475267	1.085246219154325	1.0383030127726633	1.134311796942294	1.085 [1.038:1.134]	positive	HDL cholesterol (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ukb-d-30760_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	MR Egger	245	0.10401477887228205	0.03264664021925553	0.001630995373387309	0.040027364042541216	0.1680021937020229	1.1096168536801672	1.0408392553723689	1.182939205661093	1.11 [1.041:1.183]	positive	HDL cholesterol (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ukb-d-30760_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	Weighted median	245	0.054179537792868326	0.02699317138042421	0.04473292921277185	0.0012729218872368775	0.10708615369849978	1.0556741185431253	1.0012737323961707	1.1130301420120097	1.056 [1.001:1.113]	positive	HDL cholesterol (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ieu-a-299	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	Inverse variance weighted	78	0.0869594316987017	0.02925707380393905	0.0029562276104748075	0.029615567042981163	0.14430329635442224	1.0908524247907694	1.0300584694049661	1.1552344337883116	1.091 [1.03:1.155]	positive	HDL cholesterol (M/F) Willer CJ/2013 [187K]	Other biomarkers
ieu-a-299	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	MR Egger	78	0.07122474680078589	0.054845781209367575	0.19799521802522693	-0.03627298436957456	0.17872247797114632	1.073822536930184	0.964376997700192	1.1956888681179985	1.074 [0.964:1.196]	overlaps null	HDL cholesterol (M/F) Willer CJ/2013 [187K]	Other biomarkers
ieu-a-299	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	HDL cholesterol	Weighted median	78	0.05621963400744733	0.03033186368515997	0.06381297025652148	-0.003230818815466212	0.11567008683036087	1.0578299936648037	0.9967743946635297	1.1226254421138184	1.058 [0.997:1.123]	overlaps null	HDL cholesterol (M/F) Willer CJ/2013 [187K]	Other biomarkers
ukb-d-30770_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	IGF-1	Inverse variance weighted	318	0.06625071609645594	0.02764873277865845	0.016567973182777616	0.012059199850285383	0.12044223234262649	1.0684945723750543	1.0121322051675572	1.1279955774215744	1.068 [1.012:1.128]	positive	IGF-1 (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ukb-d-30770_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	IGF-1	MR Egger	318	0.0920890102546054	0.055142018404891364	0.09590295802013697	-0.015989345818981662	0.2001673663281925	1.0964624141360533	0.9841378051817532	1.2216071969626559	1.096 [0.984:1.222]	overlaps null	IGF-1 (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ukb-d-30770_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	IGF-1	Weighted median	318	0.07337005682204106	0.03336307030291898	0.027867981016742746	0.007978439028319864	0.13876167461576228	1.0761286920040265	1.0080103515873282	1.148850267192886	1.076 [1.008:1.149]	positive	IGF-1 (M/F) Neale lab/2018 [  NA K]	Other biomarkers
ieu-a-1049	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Iron	Inverse variance weighted	3	-0.026231636617810285	0.03471861293741163	0.449919240271473	-0.09428011797513708	0.041816844739516516	0.9741094240611896	0.9100278113864315	1.0427034846321734	0.974 [0.91:1.043]	overlaps null	Iron (M/F) Benyamin/2014 [ 23K]	Other biomarkers
ieu-a-1049	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Iron	MR Egger	3	0.05173403014791004	0.04762923782687918	0.47371556941982784	-0.04161927599277316	0.14508733628859324	1.0530956135775105	0.9592349148210294	1.1561405388826036	1.053 [0.959:1.156]	overlaps null	Iron (M/F) Benyamin/2014 [ 23K]	Other biomarkers
ieu-a-1049	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Iron	Weighted median	3	-0.013074058512934885	0.026263508986630373	0.618622768413857	-0.06455053612673041	0.038402419100860646	0.9870110357439517	0.9374887360153317	1.039149322285208	0.987 [0.937:1.039]	overlaps null	Iron (M/F) Benyamin/2014 [ 23K]	Other biomarkers
ukb-d-30080_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Platelet count	Inverse variance weighted	394	0.024905429198548126	0.020250835699605542	0.21875441045984162	-0.014786208772678739	0.064597067169775	1.0252181602366184	0.9853225704083861	1.0667291175957934	1.025 [0.985:1.067]	overlaps null	Platelet count (M/F) Neale lab/2018 [350K]	Other biomarkers
ukb-d-30080_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Platelet count	MR Egger	394	0.029705331531213394	0.03681658379058408	0.4202441827227731	-0.04245517269833139	0.10186583576075818	1.030150936226378	0.9584334285424121	1.1072349104329295	1.03 [0.958:1.107]	overlaps null	Platelet count (M/F) Neale lab/2018 [350K]	Other biomarkers
ukb-d-30080_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Platelet count	Weighted median	394	0.05529434787705276	0.02433118655038359	0.023052047546067333	0.007605222238300922	0.10298347351580459	1.05685165093663	1.0076342153941402	1.1084730897616317	1.057 [1.008:1.108]	positive	Platelet count (M/F) Neale lab/2018 [350K]	Other biomarkers
ieu-a-1047	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Putamen volume	Inverse variance weighted	4	1.2326252727461268e-4	7.953131823085307e-5	0.12117476476914714	-3.261885645785932e-5	2.791439110070847e-4	1.000123270124412	0.9999673816755312	1.0002791828752942	1 [1:1]	overlaps null	Putamen volume (M/F) Hibar/2015 [ 30K]	Other biomarkers
ieu-a-1047	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Putamen volume	MR Egger	4	3.8526064581414506e-5	4.2897970843138844e-4	0.9366233977282795	-8.022741639441068e-4	8.793262931069359e-4	1.0000385268067198	0.9991980475719271	1.0008797130138147	1 [0.999:1.001]	overlaps null	Putamen volume (M/F) Hibar/2015 [ 30K]	Other biomarkers
ieu-a-1047	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Putamen volume	Weighted median	4	7.622438607111893e-5	8.726074965315654e-5	0.3823773620787031	-9.480668324906788e-5	2.4725545539130576e-4	1.0000762272912234	0.9999051978107625	1.000247286025541	1 [1:1]	overlaps null	Putamen volume (M/F) Hibar/2015 [ 30K]	Other biomarkers
ukb-d-30240_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Reticulocyte percentage	Inverse variance weighted	249	-0.04806827908390298	0.024649974457066445	0.05117211125066679	-0.09638222901975321	2.4567085194725224e-4	0.9530687101974062	0.9081168411127615	1.0002457010315025	0.953 [0.908:1]	overlaps null	Reticulocyte percentage (M/F) Neale lab/2018 [344K]	Other biomarkers
ukb-d-30240_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Reticulocyte percentage	MR Egger	249	-0.032500606412042804	0.043488260290956544	0.4555679624402741	-0.11773759658231762	0.05273638375823202	0.9680218628110128	0.8889292800946099	1.054151716973897	0.968 [0.889:1.054]	overlaps null	Reticulocyte percentage (M/F) Neale lab/2018 [344K]	Other biomarkers
ukb-d-30240_irnt	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Reticulocyte percentage	Weighted median	249	-0.04565726231437323	0.027018274114064707	0.09105359703543166	-0.09861307957794005	0.0072985549491935905	0.9553693471628913	0.9060932261813586	1.007325254317443	0.955 [0.906:1.007]	overlaps null	Reticulocyte percentage (M/F) Neale lab/2018 [344K]	Other biomarkers
ieu-a-302	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Triglycerides	Inverse variance weighted	53	-0.06759103968787233	0.04013951598695194	0.09220047282566676	-0.14626449102229813	0.011082411646553464	0.9346426271695962	0.8639291714539284	1.0111440490571162	0.935 [0.864:1.011]	overlaps null	Triglycerides (M/F) Willer CJ/2013 [177K]	Other biomarkers
ieu-a-302	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Triglycerides	MR Egger	53	-0.15076998904470826	0.06252688818794379	0.019536542996068967	-0.27332268989307806	-0.02821728819633844	0.8600454957966617	0.7608472303002367	0.9721771012404717	0.86 [0.761:0.972]	negative	Triglycerides (M/F) Willer CJ/2013 [177K]	Other biomarkers
ieu-a-302	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Triglycerides	Weighted median	53	-0.08830731476212936	0.030451398263825594	0.003732306994677299	-0.14799205535922752	-0.028622574165031195	0.9154794931262091	0.8624379666746619	0.9717831713347784	0.915 [0.862:0.972]	negative	Triglycerides (M/F) Willer CJ/2013 [177K]	Other biomarkers
ieu-a-783	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Triglycerides	Inverse variance weighted	27	-0.0933552859227908	0.03715204198279204	0.011978055439952518	-0.16617328820906319	-0.020537283636518397	0.9108698235748429	0.846899463781641	0.9796721700525077	0.911 [0.847:0.98]	negative	Triglycerides (M/F) Willer CJ/2013 [ 86K]	Other biomarkers
ieu-a-783	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Triglycerides	MR Egger	27	-0.17516049868243622	0.06746287895313602	0.01555250945249531	-0.3073877414305828	-0.04293325593428962	0.8393222998349675	0.7353654139838143	0.9579753271014791	0.839 [0.735:0.958]	negative	Triglycerides (M/F) Willer CJ/2013 [ 86K]	Other biomarkers
ieu-a-783	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Triglycerides	Weighted median	27	-0.10056663896850748	0.030283276970419507	8.9739310965072e-4	-0.1599218618305297	-0.04121141610648525	0.9043248471297761	0.8522103765234876	0.9596262280593736	0.904 [0.852:0.96]	negative	Triglycerides (M/F) Willer CJ/2013 [ 86K]	Other biomarkers
ukb-a-11	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Morning/evening person (chronotype)	Inverse variance weighted	77	0.2683885884289147	0.07484351324898442	3.357932571585207e-4	0.12169530246090526	0.4150818743969242	1.3078552587042482	1.1294099209239168	1.5144947339590298	1.308 [1.129:1.514]	positive	Morning/evening person (chronotype) (M/F) Neale Lab/2017 [301K]	Sleep
ukb-a-11	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Morning/evening person (chronotype)	MR Egger	77	0.2080838791032774	0.22339803002248487	0.35461004050048384	-0.2297762597407929	0.6459440179473477	1.2313164469368196	0.7947113915460484	1.907787164781396	1.231 [0.795:1.908]	overlaps null	Morning/evening person (chronotype) (M/F) Neale Lab/2017 [301K]	Sleep
ukb-a-11	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Morning/evening person (chronotype)	Weighted median	77	0.17681669332129935	0.0721132185300092	0.014209159218524628	0.03547478500248133	0.31815860164011733	1.1934123126284397	1.0361115222492217	1.3745942568435043	1.193 [1.036:1.375]	positive	Morning/evening person (chronotype) (M/F) Neale Lab/2017 [301K]	Sleep
ukb-b-4424	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sleep duration	Inverse variance weighted	66	0.2835955116334008	0.1382455233212987	0.04022896272597622	0.012634285923655342	0.5545567373431463	1.32789570374486	1.012714435703448	1.741169018489635	1.328 [1.013:1.741]	positive	Sleep duration (M/F) MRC-IEU/2018 [460K]	Sleep
ukb-b-4424	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sleep duration	MR Egger	66	0.286836418606372	0.5240575106820536	0.5860504438634289	-0.7403163023304532	1.3139891395431973	1.3322062714920444	0.4769630271420944	3.7209876841753684	1.332 [0.477:3.721]	overlaps null	Sleep duration (M/F) MRC-IEU/2018 [460K]	Sleep
ukb-b-4424	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Sleep duration	Weighted median	66	0.27788883805735676	0.12337486653686262	0.02429736976001505	0.03607409964510602	0.5197035764696075	1.3203394175564869	1.036732665167329	1.6815291310147293	1.32 [1.037:1.682]	positive	Sleep duration (M/F) MRC-IEU/2018 [460K]	Sleep
ukb-a-14	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Snoring	Inverse variance weighted	20	1.145291789536713	0.4729016791927548	0.015442185030263978	0.21840449831891362	2.072179080754512	3.1433584221353486	1.2440901982482233	7.942110776149537	3.143 [1.244:7.942]	positive	Snoring (M/F) Neale Lab/2017 [314K]	Sleep
ukb-a-14	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Snoring	MR Egger	20	-0.3468195765001512	2.28434255992699	0.8810139562233066	-4.824130993957052	4.130491840956749	0.7069328640536668	0.008033532025803043	62.208512105752604	0.707 [0.008:62.209]	overlaps null	Snoring (M/F) Neale Lab/2017 [314K]	Sleep
ukb-a-14	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Snoring	Weighted median	20	0.7746865197875095	0.33259164823841747	0.019846235715206873	0.12280688924021121	1.4265661503348077	2.1699117961429137	1.130666056082708	4.164374775124353	2.17 [1.131:4.164]	positive	Snoring (M/F) Neale Lab/2017 [314K]	Sleep
ukb-b-15895	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: allopurinol	Inverse variance weighted	12	-2.9052606026240806	1.7693817447158702	0.10059752640765696	-6.373248822267186	0.562727617019025	0.054734524781930034	0.0017066057505598388	1.75545418273725	0.055 [0.002:1.755]	overlaps null	Drug: allopurinol (M/F) MRC-IEU/2018 [462K]	Drugs
ukb-b-15895	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: allopurinol	MR Egger	12	-1.138349741270571	2.853873656814988	0.6983671849206128	-6.731942108627947	4.455242626086805	0.32034724167873574	0.0011922152966804397	86.07703284541998	0.32 [0.001:86.077]	overlaps null	Drug: allopurinol (M/F) MRC-IEU/2018 [462K]	Drugs
ukb-b-15895	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: allopurinol	Weighted median	12	-3.340430870192157	1.0050498495549856	8.884859755346491e-4	-5.310328575319929	-1.3705331650643853	0.03542169228176333	0.004940303189267784	0.25397151470978735	0.035 [0.005:0.254]	negative	Drug: allopurinol (M/F) MRC-IEU/2018 [462K]	Drugs
ukb-a-142	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: allopurinol	Inverse variance weighted	12	-2.310336803438658	1.5145427833903164	0.12715059621880542	-5.278840658883679	0.658167052006362	0.09922782565809012	0.00509833808071848	1.931249208849006	0.099 [0.005:1.931]	overlaps null	Drug: allopurinol (M/F) Neale Lab/2017 [337K]	Drugs
ukb-a-142	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: allopurinol	MR Egger	12	-1.4653586650162205	2.530801928479682	0.5753920291557062	-6.425730444836397	3.4950131148039563	0.23099512674699704	0.0016193499999764805	32.95072009240512	0.231 [0.002:32.951]	overlaps null	Drug: allopurinol (M/F) Neale Lab/2017 [337K]	Drugs
ukb-a-142	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: allopurinol	Weighted median	12	-3.2325106370949444	0.9959510523529705	0.001171819424387983	-5.184574699706767	-1.2804465744831222	0.03945830883165177	0.005602318776524109	0.2779131638096473	0.039 [0.006:0.278]	negative	Drug: allopurinol (M/F) Neale Lab/2017 [337K]	Drugs
ukb-a-132	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: aspirin	Inverse variance weighted	7	-1.222677583720258	0.8773515771336298	0.16343828188194706	-2.9422866749021725	0.4969315074616565	0.29444072081101763	0.052744980112300666	1.6436699357384605	0.294 [0.053:1.644]	overlaps null	Drug: aspirin (M/F) Neale Lab/2017 [337K]	Drugs
ukb-a-132	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: aspirin	MR Egger	7	1.1767291362058991	2.538908044153589	0.66249712620741	-3.799530630335135	6.152988902746933	3.243746977714668	0.02238127448246877	470.12043320744885	3.244 [0.022:470.12]	overlaps null	Drug: aspirin (M/F) Neale Lab/2017 [337K]	Drugs
ukb-a-132	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: aspirin	Weighted median	7	-0.07570697797467318	0.765199408210219	0.9211878304247516	-1.5754978180667023	1.4240838621173562	0.9270878239143242	0.2069045262278267	4.154050416005852	0.927 [0.207:4.154]	overlaps null	Drug: aspirin (M/F) Neale Lab/2017 [337K]	Drugs
ukb-a-153	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: insulin product	Inverse variance weighted	8	-0.5956887899415173	2.2630454287433714	0.7923776202272743	-5.031257830278525	3.83988025039549	0.5511827859296582	0.0065305910271069014	46.519903366198996	0.551 [0.007:46.52]	overlaps null	Drug: insulin product (M/F) Neale Lab/2017 [337K]	Drugs
ukb-a-153	ieu-a-1126	Breast cancer (Combined Oncoarray; iCOGS; GWAS meta analysis)	Treatment/medication code: insulin product	MR Egger	8	-4.535012887741838	4.899811614597605	0.3903888457937403	-14.138643652353146	5.068617876869468	0.010726768981793101	7.238775039222032e-7	158.95448078619205	0.011 [0:158.954]	overlaps null	Drug: insulin product (M/F) Neale Lab/2017 [337K]	Drugs
