exposure.id	exposure.trait	exposure.sample_size	exposure.sex	exposure.note	exposure.population	year	author	consortium	outcome.id	outcome.sample_size	N_case	outcome.year	outcome.nsnp	mr.pval	mr.b	mr.se	mr.nsnp	mr.method	mr.moescore
ukb-a-528	Diagnoses - main ICD10: G56 Mononeuropathies of upper limb	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.9769497093280619	-0.0169275271068501	0.585863915828437	3	FE IVW	1
ukb-a-528	Diagnoses - main ICD10: G56 Mononeuropathies of upper limb	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	2.452187639427759e-218	-1.3667133327351102	0.0433325808748301	2	FE IVW	1
ukb-a-528	Diagnoses - main ICD10: G56 Mononeuropathies of upper limb	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.18694427856283502	1.1982287144523402	0.907974079987848	3	FE IVW	1
ukb-a-534	Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.165972801002389	-3.7965262393189003	2.58680143976974	15	RE Egger	0.73
ukb-a-534	Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.6983984639831311	-0.509518191759131	1.31494240893381	11	Simple median	0.79
ukb-a-534	Diagnoses - main ICD10: I25 Chronic ischaemic heart disease	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0032418744259825	-4.33157670345627	1.47141307415302	14	Simple median	0.75
ukb-a-537	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	1.00959485141785e-4	-1.82581899537671	0.46957052074450895	2	FE IVW	1
ukb-a-537	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0314513745021039	0.812195468338409	0.37753448892684205	2	FE IVW	1
ukb-a-537	Diagnoses - main ICD10: I80 Phlebitis and thrombophlebitis	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00290987982701826	-2.64869686823854	0.8896899127408199	3	FE IVW	1
ukb-a-538	Diagnoses - main ICD10: I83 Varicose veins of lower extremities	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0018999047351664399	3.25427998056795	1.04792580115339	8	Penalised median	0.73
ukb-a-538	Diagnoses - main ICD10: I83 Varicose veins of lower extremities	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0466752621275308	2.34582802479376	1.17926134241317	14	Penalised median	0.74
ukb-a-538	Diagnoses - main ICD10: I83 Varicose veins of lower extremities	337199.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.29324564363580496	-3.31455147243089	3.0260450425301	14	Simple mode	0.68
ukb-d-J45	Diagnoses - main ICD10: J45 Asthma	361194.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00779082014876211	-8.2480686107337	3.0996086014009396	3	FE IVW	1
ukb-d-J45	Diagnoses - main ICD10: J45 Asthma	361194.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	6.768336176092679e-5	-12.0626347260435	3.02755253555425	3	FE IVW	1
ukb-d-J45	Diagnoses - main ICD10: J45 Asthma	361194.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.61207382340434	2.84581448281636	5.61176858150877	3	FE IVW	1
ukb-b-3672	Diagnoses - secondary ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene	463010.0	Males and Females	41204#K449: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	4.5148556216074876e-242	-1.54299503737595	0.0464391903700695	2	FE IVW	1
ukb-b-3672	Diagnoses - secondary ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene	463010.0	Males and Females	41204#K449: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0	-0.295757932022385	0.0051181576732211	2	FE IVW	1
ukb-b-3672	Diagnoses - secondary ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene	463010.0	Males and Females	41204#K449: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	1	0	NA	0	Steiger null	1
ukb-b-7352	Diagnoses - secondary ICD10: Z92.1 Personal history of long-term (current) use of anticoagulants	463010.0	Males and Females	41204#Z921: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	1.2671703067324998e-57	-0.973105578424309	0.0608171309186122	2	FE IVW	1
ukb-b-7352	Diagnoses - secondary ICD10: Z92.1 Personal history of long-term (current) use of anticoagulants	463010.0	Males and Females	41204#Z921: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00216321158775553	-1.48280642387397	0.483493573062907	2	FE IVW	1
ukb-b-7352	Diagnoses - secondary ICD10: Z92.1 Personal history of long-term (current) use of anticoagulants	463010.0	Males and Females	41204#Z921: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	1	0	NA	0	Steiger null	1
ukb-b-11064	Diagnoses - secondary ICD10: Z95.1 Presence of aortocoronary bypass graft	463010.0	Males and Females	41204#Z951: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	1	0	NA	0	Steiger null	1
ukb-b-11064	Diagnoses - secondary ICD10: Z95.1 Presence of aortocoronary bypass graft	463010.0	Males and Females	41204#Z951: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00215481798132046	0.291412868550272	0.0949840014616923	2	FE IVW	1
ukb-b-11064	Diagnoses - secondary ICD10: Z95.1 Presence of aortocoronary bypass graft	463010.0	Males and Females	41204#Z951: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.28885099416749394	-1.3024243672142701	1.22795434750205	3	FE IVW	1
prot-a-2629	Diamine acetyltransferase 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00226925398630759	-0.0748939451362255	0.0245350860882689	3	FE IVW	1
prot-a-2629	Diamine acetyltransferase 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	1.0371856120656099e-5	-0.0663803268408949	0.0150547126139202	3	FE IVW	1
prot-a-2629	Diamine acetyltransferase 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0118492059751499	-0.110812091014973	0.0440323979424282	3	FE IVW	1
prot-a-766	Discoidin, CUB and LCCL domain-containing protein 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	2.1057186797308604e-5	-0.0616545103575998	0.0144954302300499	3	FE IVW	1
prot-a-766	Discoidin, CUB and LCCL domain-containing protein 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00239099648566091	-0.0657537803678673	0.0216522854195818	3	FE IVW	1
prot-a-766	Discoidin, CUB and LCCL domain-containing protein 2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	5.45781273100337e-4	-0.0781641580004477	0.0226089697531116	3	FE IVW	1
prot-a-836	DnaJ homolog subfamily B member 11	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.33890259294527003	0.0200438193939185	0.0209589756525719	3	FE IVW	1
prot-a-836	DnaJ homolog subfamily B member 11	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	4.90761063379137e-4	0.0392534759990425	0.0112611306384076	3	FE IVW	1
prot-a-836	DnaJ homolog subfamily B member 11	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.6174834763865941	-0.0191224003233345	0.0382892100368885	3	FE IVW	1
prot-a-842	DnaJ homolog subfamily B member 9	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0854080840434892	-0.0241223243197699	0.014023514514793002	4	FE IVW	1
prot-a-842	DnaJ homolog subfamily B member 9	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00307755180814034	-0.0497238728602285	0.0167992656552962	4	FE IVW	1
prot-a-842	DnaJ homolog subfamily B member 9	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.136139740264119	0.0191939142986939	0.0128790433438497	4	FE IVW	1
ukb-a-254	Doctor diagnosed hayfever or allergic rhinitis	83529.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0113738985140902	0.41257901834670296	0.16301050560660998	16	Simple median	0.72
ukb-a-254	Doctor diagnosed hayfever or allergic rhinitis	83529.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	2.00165250968393e-4	0.7264957913035351	0.195357174483505	13	Penalised median	0.74
ukb-a-254	Doctor diagnosed hayfever or allergic rhinitis	83529.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.5738620570806441	0.16974484957737804	0.301836884691794	15	Penalised median	0.81
ukb-b-16576	Dried fruit intake	421764.0	Males and Females	1319: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	3.9558323085843394e-5	-0.580153246889869	0.124373204680717	38	Simple mean	0.75
ukb-b-16576	Dried fruit intake	421764.0	Males and Females	1319: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.807013953106758	-0.102992725684631	0.41824440925701395	34	Simple mode	0.77
ukb-b-16576	Dried fruit intake	421764.0	Males and Females	1319: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.10769541138632199	-0.7836501209518191	0.474666654455579	36	Simple mode	0.74
ukb-a-8	Drive faster than motorway speed limit	306030.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	7.78176993607289e-4	-0.6460984009140179	0.192265864410328	12	Simple median	0.69
ukb-a-8	Drive faster than motorway speed limit	306030.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.25633352716040303	-0.4282773087001579	0.357685825562472	12	Simple mode	0.65
ukb-a-8	Drive faster than motorway speed limit	306030.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.31505074348919804	-3.14044293933223	2.9689792089495404	12	RE Egger	0.74
prot-a-586	Dual specificity protein kinase CLK2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0773009629389234	-0.0217769493263485	0.0123272784984744	3	FE IVW	1
prot-a-586	Dual specificity protein kinase CLK2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00620370202178728	-0.0445807354238195	0.0162892714743357	3	FE IVW	1
prot-a-586	Dual specificity protein kinase CLK2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	4.9545824092047604e-11	0.0203481697466758	0.00309605275643813	3	FE IVW	1
ukb-b-2346	Duration of moderate activity	343827.0	Males and Females	894: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00290308543979504	0.6976252513680831	0.234273991205742	5	FE IVW	0.72
ukb-b-2346	Duration of moderate activity	343827.0	Males and Females	894: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.693541076211373	0.156194204478975	0.396377535182326	4	Simple median	0.7
ukb-b-2346	Duration of moderate activity	343827.0	Males and Females	894: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00926550241023136	0.883012099856211	0.33934604460752504	5	FE IVW	0.79
ukb-d-IV_ENDOCRIN_NUTRIT	Endocrine, nutritional and metabolic diseases	361194.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.105371124949123	-1.61831588986277	0.9993589550504541	2	FE IVW	1
ukb-d-IV_ENDOCRIN_NUTRIT	Endocrine, nutritional and metabolic diseases	361194.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.43295857294955203	-0.93716098156728	1.1951465508485501	2	FE IVW	1
ukb-d-IV_ENDOCRIN_NUTRIT	Endocrine, nutritional and metabolic diseases	361194.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	1.6253093825921099e-62	-2.3857403632532503	0.14296866197438401	2	FE IVW	1
prot-a-884	Endothelin-converting enzyme 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.11817629959863199	-0.0317586352938801	0.0203258611280859	3	FE IVW	1
prot-a-884	Endothelin-converting enzyme 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0273533362134607	-0.0537424897298803	0.0243571249370918	3	FE IVW	1
prot-a-884	Endothelin-converting enzyme 1	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00134871219179869	0.0125773899789407	0.00392380331031065	3	FE IVW	1
prot-a-1835	Epididymis-specific alpha-mannosidase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0658750894524371	-0.0324301366390377	0.0176320439120874	3	FE IVW	1
prot-a-1835	Epididymis-specific alpha-mannosidase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0943865663234735	-0.0355345320800886	0.0212438293393998	3	FE IVW	1
prot-a-1835	Epididymis-specific alpha-mannosidase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	9.646086223595169e-4	-0.0610331146708982	0.0184912365820814	3	FE IVW	1
prot-a-977	Epiregulin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.222334569515783	0.0351717832913196	0.0288212084788239	3	FE IVW	1
prot-a-977	Epiregulin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.392402136453219	0.029069310078411	0.0339884918132126	3	FE IVW	1
prot-a-977	Epiregulin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00116662107992111	0.0396580779498908	0.0122140692409416	3	FE IVW	1
prot-a-2892	Estrogen sulfotransferase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.18600455682463501	0.0193490837404497	0.0146307818011006	3	FE IVW	1
prot-a-2892	Estrogen sulfotransferase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.8784365045121941	0.0026571116141662302	0.0173722468692871	3	FE IVW	1
prot-a-2892	Estrogen sulfotransferase	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	2.5835054403348797e-7	0.0355613835772491	0.00690305340119904	3	FE IVW	1
ukb-d-20406	Ever addicted to alcohol	6514.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0	-0.0548245160306779	0.00109029951521158	2	FE IVW	1
ukb-d-20406	Ever addicted to alcohol	6514.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.186135918045026	-0.0676520713215534	0.0511702858199164	2	FE IVW	1
ukb-d-20406	Ever addicted to alcohol	6514.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	1.25860947911241e-12	-0.22360484366170605	0.0314990425766026	2	FE IVW	1
ukb-a-373	Ever depressed for a whole week	109229.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1126	228951.0	122977	2017.0	10680257	1.4442902713035199e-5	0.459813337799775	0.10602062852699098	2	FE IVW	1
ukb-a-373	Ever depressed for a whole week	109229.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0768313847541564	0.617652497458639	0.349079558521524	2	FE IVW	1
ukb-a-373	Ever depressed for a whole week	109229.0	Males and Females	NA	European	2017	Neale	Neale Lab	ieu-a-1128	127442.0	21468	2017.0	10680257	0.799301195835129	0.155401890527116	0.6112130502956751	3	FE IVW	1
ukb-b-6445	Ever had hysterectomy (womb removed)	221697.0	Males and Females	3591: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	9.686473510046177e-86	-1.56223112320135	0.0796090613246347	2	FE IVW	1
ukb-b-6445	Ever had hysterectomy (womb removed)	221697.0	Males and Females	3591: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.5	-0.491491815893309	-0.491491815893309	1	Wald ratio	1
ukb-b-6445	Ever had hysterectomy (womb removed)	221697.0	Males and Females	3591: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.394503274460479	-1.09631338323172	1.28753999640002	2	FE IVW	1
ukb-d-20500	Ever suffered mental distress preventing usual activities	116527.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	3.87373788734885e-4	-0.140658461650227	0.0396384086625207	2	FE IVW	1
ukb-d-20500	Ever suffered mental distress preventing usual activities	116527.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	1.9038749201349497e-22	-0.35607425611735405	0.0365324523033217	2	FE IVW	1
ukb-d-20500	Ever suffered mental distress preventing usual activities	116527.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.983406361559798	0.0155308983007822	0.7467301798549649	2	FE IVW	1
ukb-b-18541	Ever used hormone-replacement therapy (HRT)	250301.0	Males and Females	2814: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0081857821391059	-0.7174581820143491	0.271321583247121	5	FE IVW	1
ukb-b-18541	Ever used hormone-replacement therapy (HRT)	250301.0	Males and Females	2814: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0013035979191499802	-1.7192995128639499	0.534743320585899	4	Simple median	0.62
ukb-b-18541	Ever used hormone-replacement therapy (HRT)	250301.0	Males and Females	2814: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.20842536912707602	-0.917875393825912	0.7296845855969251	5	Simple median	0.73
prot-a-2891	Extracellular sulfatase Sulf-2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0186750296746941	-0.0455325676482548	0.0193594545648817	3	FE IVW	1
prot-a-2891	Extracellular sulfatase Sulf-2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.25208883341879	-0.0260715326689395	0.022764121687462995	3	FE IVW	1
prot-a-2891	Extracellular sulfatase Sulf-2	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0022587486083111602	-0.0616425017032782	0.0201847364142418	3	FE IVW	1
ieu-a-85	Extreme body mass index	16068.0	Males and Females	NA	European	2013	Berndt SI	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.0182034225909831	-0.15065606319356	0.0320431555572674	4	Simple mode	0.68
ieu-a-85	Extreme body mass index	16068.0	Males and Females	NA	European	2013	Berndt SI	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	2.9824123479954496e-8	-0.127222475776786	0.0229541280973082	7	Penalised median	0.71
ieu-a-85	Extreme body mass index	16068.0	Males and Females	NA	European	2013	Berndt SI	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00935782085698392	-0.151915351506456	0.0403633850769655	7	Simple mean	0.73
ukb-b-10181	Eye problems/disorders: Diabetes related eye disease	150642.0	Males and Females	6148#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	6.37316046181135e-5	-1.9478098043843999	0.4871289836674099	3	FE IVW	1
ukb-b-10181	Eye problems/disorders: Diabetes related eye disease	150642.0	Males and Females	6148#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.5	-0.822833971852496	-0.822833971852496	1	Wald ratio	1
ukb-b-10181	Eye problems/disorders: Diabetes related eye disease	150642.0	Males and Females	6148#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	1.21202232190131e-10	-0.6309659381388709	0.0980092662866722	2	FE IVW	1
ukb-d-5012	FI8 : chained arithmetic	75692.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00343061271471182	0.987110024583268	0.3373279072169831	2	FE IVW	1
ukb-d-5012	FI8 : chained arithmetic	75692.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0348282729011624	0.819330593695877	0.38824405106461396	2	FE IVW	1
ukb-d-5012	FI8 : chained arithmetic	75692.0	Males and Females	NA	European	2018	Neale lab	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.20819091104150197	0.730262265601931	0.5802384058605079	2	FE IVW	1
ukb-b-2535	Falls in the last year	461725.0	Males and Females	2296: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	3.49450704272687e-16	1.27831257313234	0.15675380274065698	4	FE IVW	1
ukb-b-2535	Falls in the last year	461725.0	Males and Females	2296: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.0264715876981271	0.8587096627063749	0.38694166245813505	4	FE IVW	1
ukb-b-2535	Falls in the last year	461725.0	Males and Females	2296: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.76875775976876215	0.29382138101796507	0.999391813618452	3	FE IVW	1
ukb-b-3666	Family relationship satisfaction	151531.0	Males and Females	4559: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1126	228951.0	122977	2017.0	10680257	0.00391872099936071	0.6280766836655021	0.217732036350267	3	FE IVW	1
ukb-b-3666	Family relationship satisfaction	151531.0	Males and Females	4559: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1127	175475.0	69501	2017.0	10680257	0.00265251966262256	0.7878226864550569	0.262137735235717	3	FE IVW	1
ukb-b-3666	Family relationship satisfaction	151531.0	Males and Females	4559: Output from GWAS pipeline using Phesant derived variables from UKBiobank	European	2018	Ben Elsworth	MRC-IEU	ieu-a-1128	127442.0	21468	2017.0	10680257	0.0879725386748429	0.313462994703139	0.183720937057135	3	FE IVW	1
ebi-a-GCST006942	Feeling lonely	376352.0	NA	NA	European	2018	Nagel M	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.49429669702579104	-0.159107339107484	0.232786330547738	6	Simple median	0.76
ebi-a-GCST006942	Feeling lonely	376352.0	NA	NA	European	2018	Nagel M	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.564139742327989	-0.148317304051763	0.257181193464626	6	Penalised median	0.75
ebi-a-GCST006942	Feeling lonely	376352.0	NA	NA	European	2018	Nagel M	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	2.10212908647959e-4	0.8860612030770599	0.239061455014976	6	FE IVW	0.71
ebi-a-GCST006950	Feeling worry	372869.0	NA	NA	European	2018	Nagel M	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.11542543309005901	0.20002210770664103	0.127057190053733	37	Simple median	0.79
ebi-a-GCST006950	Feeling worry	372869.0	NA	NA	European	2018	Nagel M	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.24773400870375	0.160466899244617	0.13882771282307096	37	Simple median	0.84
ebi-a-GCST006950	Feeling worry	372869.0	NA	NA	European	2018	Nagel M	NA	ieu-a-1128	127442.0	21468	2017.0	10680257	0.00237165353856214	0.40557878730273605	0.13344685255413002	37	FE IVW	0.74
prot-a-1148	Ferritin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1126	228951.0	122977	2017.0	10680257	0.111015134913215	0.0207382964096145	0.01301310591609	3	FE IVW	1
prot-a-1148	Ferritin	3301.0	Males and Females	NA	European	2018	Sun BB	NA	ieu-a-1127	175475.0	69501	2017.0	10680257	0.573666073935038	0.00864187758549013	0.015358955009396998	3	FE IVW	1
