# Input	GeneSymbol	GeneID	PathwayName	PathwayID
ccl11	CCL11	6356	Chemokine signaling pathway	KEGG:hsa04062
ccl11	CCL11	6356	Cytokine-cytokine receptor interaction	KEGG:hsa04060
ccl11	CCL11	6356	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
ccl11	CCL11	6356	IL-17 signaling pathway	KEGG:hsa04657
ccl11	CCL11	6356	Immune System	REACT:R-HSA-168256
ccl11	CCL11	6356	Interleukin-4 and 13 signaling	REACT:R-HSA-6785807
ccl11	CCL11	6356	Signaling by Interleukins	REACT:R-HSA-449147
npc2	NPC2	10577	Immune System	REACT:R-HSA-168256
npc2	NPC2	10577	Innate Immune System	REACT:R-HSA-168249
npc2	NPC2	10577	LDL-mediated lipid transport	REACT:R-HSA-171052
npc2	NPC2	10577	Lipid digestion, mobilization, and transport	REACT:R-HSA-73923
npc2	NPC2	10577	Lipoprotein metabolism	REACT:R-HSA-174824
npc2	NPC2	10577	Lysosome	KEGG:hsa04142
npc2	NPC2	10577	Metabolism	REACT:R-HSA-1430728
npc2	NPC2	10577	Metabolism of lipids and lipoproteins	REACT:R-HSA-556833
npc2	NPC2	10577	Neutrophil degranulation	REACT:R-HSA-6798695
lcn10 [No associated data found]				
man2b2	MAN2B2	23324	Lysosomal oligosaccharide catabolism	REACT:R-HSA-8853383
man2b2	MAN2B2	23324	Metabolism	REACT:R-HSA-1430728
man2b2	MAN2B2	23324	Metabolism of carbohydrates	REACT:R-HSA-71387
man2b2	MAN2B2	23324	Other glycan degradation	KEGG:hsa00511
sult1e1	SULT1E1	6783	Biological oxidations	REACT:R-HSA-211859
sult1e1	SULT1E1	6783	Cytosolic sulfonation of small molecules	REACT:R-HSA-156584
sult1e1	SULT1E1	6783	Metabolism	REACT:R-HSA-1430728
sult1e1	SULT1E1	6783	Phase II conjugation	REACT:R-HSA-156580
sult1e1	SULT1E1	6783	Steroid hormone biosynthesis	KEGG:hsa00140
sulf2 [No associated data found]				
fabp4	FABP4	2167	Developmental Biology	REACT:R-HSA-1266738
fabp4	FABP4	2167	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	REACT:R-HSA-163560
fabp4	FABP4	2167	Lipid digestion, mobilization, and transport	REACT:R-HSA-73923
fabp4	FABP4	2167	Metabolism	REACT:R-HSA-1430728
fabp4	FABP4	2167	Metabolism of lipids and lipoproteins	REACT:R-HSA-556833
fabp4	FABP4	2167	PPAR signaling pathway	KEGG:hsa03320
fabp4	FABP4	2167	Regulation of lipolysis in adipocytes	KEGG:hsa04923
fabp4	FABP4	2167	Transcriptional regulation of white adipocyte differentiation	REACT:R-HSA-381340
ftl	FTL	2512	Binding and Uptake of Ligands by Scavenger Receptors	REACT:R-HSA-2173782
ftl	FTL	2512	Clathrin derived vesicle budding	REACT:R-HSA-421837
ftl	FTL	2512	Ferroptosis	KEGG:hsa04216
ftl	FTL	2512	Golgi Associated Vesicle Biogenesis	REACT:R-HSA-432722
ftl	FTL	2512	Immune System	REACT:R-HSA-168256
ftl	FTL	2512	Innate Immune System	REACT:R-HSA-168249
ftl	FTL	2512	Iron uptake and transport	REACT:R-HSA-917937
ftl	FTL	2512	Membrane Trafficking	REACT:R-HSA-199991
ftl	FTL	2512	Mineral absorption	KEGG:hsa04978
ftl	FTL	2512	Neutrophil degranulation	REACT:R-HSA-6798695
ftl	FTL	2512	Scavenging by Class A Receptors	REACT:R-HSA-3000480
ftl	FTL	2512	trans-Golgi Network Vesicle Budding	REACT:R-HSA-199992
ftl	FTL	2512	Transmembrane transport of small molecules	REACT:R-HSA-382551
ftl	FTL	2512	Vesicle-mediated transport	REACT:R-HSA-5653656
fgf7	FGF7	2252	Activated point mutants of FGFR2	REACT:R-HSA-2033519
fgf7	FGF7	2252	Adaptive Immune System	REACT:R-HSA-1280218
fgf7	FGF7	2252	ARMS-mediated activation	REACT:R-HSA-170984
fgf7	FGF7	2252	Axon guidance	REACT:R-HSA-422475
fgf7	FGF7	2252	Breast cancer	KEGG:hsa05224
fgf7	FGF7	2252	Constitutive Signaling by Aberrant PI3K in Cancer	REACT:R-HSA-2219530
fgf7	FGF7	2252	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
fgf7	FGF7	2252	DAP12 interactions	REACT:R-HSA-2172127
fgf7	FGF7	2252	DAP12 signaling	REACT:R-HSA-2424491
fgf7	FGF7	2252	Developmental Biology	REACT:R-HSA-1266738
fgf7	FGF7	2252	Disease	REACT:R-HSA-1643685
fgf7	FGF7	2252	Diseases of signal transduction	REACT:R-HSA-5663202
fgf7	FGF7	2252	Downstream signaling events of B Cell Receptor (BCR)	REACT:R-HSA-1168372
fgf7	FGF7	2252	Downstream signaling of activated FGFR2	REACT:R-HSA-5654696
fgf7	FGF7	2252	Downstream signal transduction	REACT:R-HSA-186763
fgf7	FGF7	2252	Fc epsilon receptor (FCERI) signaling	REACT:R-HSA-2454202
fgf7	FGF7	2252	FCERI mediated MAPK activation	REACT:R-HSA-2871796
fgf7	FGF7	2252	FGFR2b ligand binding and activation	REACT:R-HSA-190377
fgf7	FGF7	2252	FGFR2 ligand binding and activation	REACT:R-HSA-190241
fgf7	FGF7	2252	FGFR2 mutant receptor activation	REACT:R-HSA-1839126
fgf7	FGF7	2252	Frs2-mediated activation	REACT:R-HSA-170968
fgf7	FGF7	2252	FRS-mediated FGFR2 signaling	REACT:R-HSA-5654700
fgf7	FGF7	2252	GAB1 signalosome	REACT:R-HSA-180292
fgf7	FGF7	2252	Gastrin-CREB signalling pathway via PKC and MAPK	REACT:R-HSA-881907
fgf7	FGF7	2252	GRB2 events in EGFR signaling	REACT:R-HSA-179812
fgf7	FGF7	2252	IGF1R signaling cascade	REACT:R-HSA-2428924
fgf7	FGF7	2252	Immune System	REACT:R-HSA-168256
fgf7	FGF7	2252	Innate Immune System	REACT:R-HSA-168249
fgf7	FGF7	2252	Insulin receptor signalling cascade	REACT:R-HSA-74751
fgf7	FGF7	2252	Interleukin-2 signaling	REACT:R-HSA-451927
fgf7	FGF7	2252	Interleukin-3, 5 and GM-CSF signaling	REACT:R-HSA-512988
fgf7	FGF7	2252	Interleukin receptor SHC signaling	REACT:R-HSA-912526
fgf7	FGF7	2252	IRS-mediated signalling	REACT:R-HSA-112399
fgf7	FGF7	2252	IRS-related events triggered by IGF1R	REACT:R-HSA-2428928
fgf7	FGF7	2252	MAPK1/MAPK3 signaling	REACT:R-HSA-5684996
fgf7	FGF7	2252	MAPK family signaling cascades	REACT:R-HSA-5683057
fgf7	FGF7	2252	MAPK signaling pathway	KEGG:hsa04010
fgf7	FGF7	2252	Melanoma	KEGG:hsa05218
fgf7	FGF7	2252	NCAM signaling for neurite out-growth	REACT:R-HSA-375165
fgf7	FGF7	2252	Negative regulation of FGFR2 signaling	REACT:R-HSA-5654727
fgf7	FGF7	2252	Negative regulation of the PI3K/AKT network	REACT:R-HSA-199418
fgf7	FGF7	2252	NGF signalling via TRKA from the plasma membrane	REACT:R-HSA-187037
fgf7	FGF7	2252	Pathways in cancer	KEGG:hsa05200
fgf7	FGF7	2252	Phospholipase C-mediated cascade; FGFR2	REACT:R-HSA-5654221
fgf7	FGF7	2252	PI3K/AKT activation	REACT:R-HSA-198203
fgf7	FGF7	2252	PI3K/AKT Signaling in Cancer	REACT:R-HSA-2219528
fgf7	FGF7	2252	PI3K-Akt signaling pathway	KEGG:hsa04151
fgf7	FGF7	2252	PI3K Cascade	REACT:R-HSA-109704
fgf7	FGF7	2252	PI-3K cascade:FGFR2	REACT:R-HSA-5654695
fgf7	FGF7	2252	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	REACT:R-HSA-6811558
fgf7	FGF7	2252	PIP3 activates AKT signaling	REACT:R-HSA-1257604
fgf7	FGF7	2252	Prolonged ERK activation events	REACT:R-HSA-169893
fgf7	FGF7	2252	RAF/MAP kinase cascade	REACT:R-HSA-5673001
fgf7	FGF7	2252	Rap1 signaling pathway	KEGG:hsa04015
fgf7	FGF7	2252	Ras signaling pathway	KEGG:hsa04014
fgf7	FGF7	2252	Regulation of actin cytoskeleton	KEGG:hsa04810
fgf7	FGF7	2252	RET signaling	REACT:R-HSA-8853659
fgf7	FGF7	2252	Role of LAT2/NTAL/LAB on calcium mobilization	REACT:R-HSA-2730905
fgf7	FGF7	2252	SHC1 events in EGFR signaling	REACT:R-HSA-180336
fgf7	FGF7	2252	SHC-mediated cascade:FGFR2	REACT:R-HSA-5654699
fgf7	FGF7	2252	Signaling by EGFR	REACT:R-HSA-177929
fgf7	FGF7	2252	Signaling by FGFR	REACT:R-HSA-190236
fgf7	FGF7	2252	Signaling by FGFR2	REACT:R-HSA-5654738
fgf7	FGF7	2252	Signaling by FGFR2 in disease	REACT:R-HSA-5655253
fgf7	FGF7	2252	Signaling by FGFR in disease	REACT:R-HSA-1226099
fgf7	FGF7	2252	Signaling by GPCR	REACT:R-HSA-372790
fgf7	FGF7	2252	Signaling by Insulin receptor	REACT:R-HSA-74752
fgf7	FGF7	2252	Signaling by Interleukins	REACT:R-HSA-449147
fgf7	FGF7	2252	Signaling by Leptin	REACT:R-HSA-2586552
fgf7	FGF7	2252	Signaling by PDGF	REACT:R-HSA-186797
fgf7	FGF7	2252	Signaling by SCF-KIT	REACT:R-HSA-1433557
fgf7	FGF7	2252	Signaling by the B Cell Receptor (BCR)	REACT:R-HSA-983705
fgf7	FGF7	2252	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	REACT:R-HSA-2404192
fgf7	FGF7	2252	Signaling by VEGF	REACT:R-HSA-194138
fgf7	FGF7	2252	Signalling by NGF	REACT:R-HSA-166520
fgf7	FGF7	2252	Signalling to ERKs	REACT:R-HSA-187687
fgf7	FGF7	2252	Signalling to p38 via RIT and RIN	REACT:R-HSA-187706
fgf7	FGF7	2252	Signalling to RAS	REACT:R-HSA-167044
fgf7	FGF7	2252	Signal Transduction	REACT:R-HSA-162582
fgf7	FGF7	2252	SOS-mediated signalling	REACT:R-HSA-112412
fgf7	FGF7	2252	VEGFA-VEGFR2 Pathway	REACT:R-HSA-4420097
fgf7	FGF7	2252	VEGFR2 mediated cell proliferation	REACT:R-HSA-5218921
flna	FLNA	2316	Cell-Cell communication	REACT:R-HSA-1500931
flna	FLNA	2316	Cell-extracellular matrix interactions	REACT:R-HSA-446353
flna	FLNA	2316	Cell junction organization	REACT:R-HSA-446728
flna	FLNA	2316	Focal adhesion	KEGG:hsa04510
flna	FLNA	2316	GP1b-IX-V activation signalling	REACT:R-HSA-430116
flna	FLNA	2316	Hemostasis	REACT:R-HSA-109582
flna	FLNA	2316	MAPK signaling pathway	KEGG:hsa04010
flna	FLNA	2316	Platelet activation, signaling and aggregation	REACT:R-HSA-76002
flna	FLNA	2316	Platelet degranulation	REACT:R-HSA-114608
flna	FLNA	2316	Proteoglycans in cancer	KEGG:hsa05205
flna	FLNA	2316	Response to elevated platelet cytosolic Ca2+	REACT:R-HSA-76005
flna	FLNA	2316	RHO GTPase Effectors	REACT:R-HSA-195258
flna	FLNA	2316	RHO GTPases activate PAKs	REACT:R-HSA-5627123
flna	FLNA	2316	Salmonella infection	KEGG:hsa05132
flna	FLNA	2316	Signaling by Rho GTPases	REACT:R-HSA-194315
flna	FLNA	2316	Signal Transduction	REACT:R-HSA-162582
gal	GAL	51083	Class A/1 (Rhodopsin-like receptors)	REACT:R-HSA-373076
gal	GAL	51083	G alpha (i) signalling events	REACT:R-HSA-418594
gal	GAL	51083	GPCR downstream signaling	REACT:R-HSA-388396
gal	GAL	51083	GPCR ligand binding	REACT:R-HSA-500792
gal	GAL	51083	Peptide ligand-binding receptors	REACT:R-HSA-375276
gal	GAL	51083	Signaling by GPCR	REACT:R-HSA-372790
gal	GAL	51083	Signal Transduction	REACT:R-HSA-162582
ifi16	IFI16	3428	Cytosolic sensors of pathogen-associated DNA	REACT:R-HSA-1834949
ifi16	IFI16	3428	Immune System	REACT:R-HSA-168256
ifi16	IFI16	3428	Innate Immune System	REACT:R-HSA-168249
ifi16	IFI16	3428	IRF3-mediated induction of type I IFN	REACT:R-HSA-3270619
ifi16	IFI16	3428	NOD-like receptor signaling pathway	KEGG:hsa04621
ifi16	IFI16	3428	STING mediated induction of host immune responses	REACT:R-HSA-1834941
h6pd	H6PD	9563	Carbon metabolism	KEGG:hsa01200
h6pd	H6PD	9563	Metabolic pathways	KEGG:hsa01100
h6pd	H6PD	9563	Pentose phosphate pathway	KEGG:hsa00030
h6pd	H6PD	9563	Pentose phosphate pathway, oxidative phase, glucose 6P => ribulose 5P	KEGG:hsa_M00006
h6pd	H6PD	9563	Pentose phosphate pathway (Pentose phosphate cycle)	KEGG:hsa_M00004
gltpd2 [No associated data found]				
fam20b [No associated data found]				
grn	GRN	2896	Immune System	REACT:R-HSA-168256
grn	GRN	2896	Innate Immune System	REACT:R-HSA-168249
grn	GRN	2896	Neutrophil degranulation	REACT:R-HSA-6798695
gdf15 [No associated data found]				
hbz [No associated data found]				
hbegf	HBEGF	1839	Adaptive Immune System	REACT:R-HSA-1280218
hbegf	HBEGF	1839	ARMS-mediated activation	REACT:R-HSA-170984
hbegf	HBEGF	1839	Axon guidance	REACT:R-HSA-422475
hbegf	HBEGF	1839	Bladder cancer	KEGG:hsa05219
hbegf	HBEGF	1839	Constitutive Signaling by Aberrant PI3K in Cancer	REACT:R-HSA-2219530
hbegf	HBEGF	1839	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
hbegf	HBEGF	1839	DAP12 interactions	REACT:R-HSA-2172127
hbegf	HBEGF	1839	DAP12 signaling	REACT:R-HSA-2424491
hbegf	HBEGF	1839	Developmental Biology	REACT:R-HSA-1266738
hbegf	HBEGF	1839	Disease	REACT:R-HSA-1643685
hbegf	HBEGF	1839	Diseases of signal transduction	REACT:R-HSA-5663202
hbegf	HBEGF	1839	Downregulation of ERBB2 signaling	REACT:R-HSA-8863795
hbegf	HBEGF	1839	Downstream signaling events of B Cell Receptor (BCR)	REACT:R-HSA-1168372
hbegf	HBEGF	1839	Downstream signal transduction	REACT:R-HSA-186763
hbegf	HBEGF	1839	EGFR Transactivation by Gastrin	REACT:R-HSA-2179392
hbegf	HBEGF	1839	Endocrine resistance	KEGG:hsa01522
hbegf	HBEGF	1839	Epithelial cell signaling in Helicobacter pylori infection	KEGG:hsa05120
hbegf	HBEGF	1839	ERBB2 Activates PTK6 Signaling	REACT:R-HSA-8847993
hbegf	HBEGF	1839	ERBB2 Regulates Cell Motility	REACT:R-HSA-6785631
hbegf	HBEGF	1839	ErbB signaling pathway	KEGG:hsa04012
hbegf	HBEGF	1839	Estrogen signaling pathway	KEGG:hsa04915
hbegf	HBEGF	1839	Fc epsilon receptor (FCERI) signaling	REACT:R-HSA-2454202
hbegf	HBEGF	1839	FCERI mediated MAPK activation	REACT:R-HSA-2871796
hbegf	HBEGF	1839	Frs2-mediated activation	REACT:R-HSA-170968
hbegf	HBEGF	1839	GAB1 signalosome	REACT:R-HSA-180292
hbegf	HBEGF	1839	Gastrin-CREB signalling pathway via PKC and MAPK	REACT:R-HSA-881907
hbegf	HBEGF	1839	GnRH signaling pathway	KEGG:hsa04912
hbegf	HBEGF	1839	GRB2 events in EGFR signaling	REACT:R-HSA-179812
hbegf	HBEGF	1839	GRB2 events in ERBB2 signaling	REACT:R-HSA-1963640
hbegf	HBEGF	1839	IGF1R signaling cascade	REACT:R-HSA-2428924
hbegf	HBEGF	1839	Immune System	REACT:R-HSA-168256
hbegf	HBEGF	1839	Infectious disease	REACT:R-HSA-5663205
hbegf	HBEGF	1839	Innate Immune System	REACT:R-HSA-168249
hbegf	HBEGF	1839	Insulin receptor signalling cascade	REACT:R-HSA-74751
hbegf	HBEGF	1839	Interleukin-2 signaling	REACT:R-HSA-451927
hbegf	HBEGF	1839	Interleukin-3, 5 and GM-CSF signaling	REACT:R-HSA-512988
hbegf	HBEGF	1839	Interleukin receptor SHC signaling	REACT:R-HSA-912526
hbegf	HBEGF	1839	IRS-mediated signalling	REACT:R-HSA-112399
hbegf	HBEGF	1839	IRS-related events triggered by IGF1R	REACT:R-HSA-2428928
hbegf	HBEGF	1839	MAPK1/MAPK3 signaling	REACT:R-HSA-5684996
hbegf	HBEGF	1839	MAPK family signaling cascades	REACT:R-HSA-5683057
hbegf	HBEGF	1839	NCAM signaling for neurite out-growth	REACT:R-HSA-375165
hbegf	HBEGF	1839	Negative regulation of the PI3K/AKT network	REACT:R-HSA-199418
hbegf	HBEGF	1839	NGF signalling via TRKA from the plasma membrane	REACT:R-HSA-187037
hbegf	HBEGF	1839	Nuclear signaling by ERBB4	REACT:R-HSA-1251985
hbegf	HBEGF	1839	PI3K/AKT activation	REACT:R-HSA-198203
hbegf	HBEGF	1839	PI3K/AKT Signaling in Cancer	REACT:R-HSA-2219528
hbegf	HBEGF	1839	PI3K events in ERBB2 signaling	REACT:R-HSA-1963642
hbegf	HBEGF	1839	PI3K events in ERBB4 signaling	REACT:R-HSA-1250342
hbegf	HBEGF	1839	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	REACT:R-HSA-6811558
hbegf	HBEGF	1839	PIP3 activates AKT signaling	REACT:R-HSA-1257604
hbegf	HBEGF	1839	Prolonged ERK activation events	REACT:R-HSA-169893
hbegf	HBEGF	1839	Proteoglycans in cancer	KEGG:hsa05205
hbegf	HBEGF	1839	PTK6 promotes HIF1A stabilization	REACT:R-HSA-8857538
hbegf	HBEGF	1839	RAF/MAP kinase cascade	REACT:R-HSA-5673001
hbegf	HBEGF	1839	RET signaling	REACT:R-HSA-8853659
hbegf	HBEGF	1839	Role of LAT2/NTAL/LAB on calcium mobilization	REACT:R-HSA-2730905
hbegf	HBEGF	1839	SHC1 events in EGFR signaling	REACT:R-HSA-180336
hbegf	HBEGF	1839	SHC1 events in ERBB2 signaling	REACT:R-HSA-1250196
hbegf	HBEGF	1839	SHC1 events in ERBB4 signaling	REACT:R-HSA-1250347
hbegf	HBEGF	1839	Signaling by EGFR	REACT:R-HSA-177929
hbegf	HBEGF	1839	Signaling by ERBB2	REACT:R-HSA-1227986
hbegf	HBEGF	1839	Signaling by ERBB4	REACT:R-HSA-1236394
hbegf	HBEGF	1839	Signaling by GPCR	REACT:R-HSA-372790
hbegf	HBEGF	1839	Signaling by Insulin receptor	REACT:R-HSA-74752
hbegf	HBEGF	1839	Signaling by Interleukins	REACT:R-HSA-449147
hbegf	HBEGF	1839	Signaling by Leptin	REACT:R-HSA-2586552
hbegf	HBEGF	1839	Signaling by PDGF	REACT:R-HSA-186797
hbegf	HBEGF	1839	Signaling by PTK6	REACT:R-HSA-8848021
hbegf	HBEGF	1839	Signaling by SCF-KIT	REACT:R-HSA-1433557
hbegf	HBEGF	1839	Signaling by the B Cell Receptor (BCR)	REACT:R-HSA-983705
hbegf	HBEGF	1839	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	REACT:R-HSA-2404192
hbegf	HBEGF	1839	Signaling by VEGF	REACT:R-HSA-194138
hbegf	HBEGF	1839	Signalling by NGF	REACT:R-HSA-166520
hbegf	HBEGF	1839	Signalling to ERKs	REACT:R-HSA-187687
hbegf	HBEGF	1839	Signalling to p38 via RIT and RIN	REACT:R-HSA-187706
hbegf	HBEGF	1839	Signalling to RAS	REACT:R-HSA-167044
hbegf	HBEGF	1839	Signal Transduction	REACT:R-HSA-162582
hbegf	HBEGF	1839	SOS-mediated signalling	REACT:R-HSA-112412
hbegf	HBEGF	1839	Uptake and actions of bacterial toxins	REACT:R-HSA-5339562
hbegf	HBEGF	1839	Uptake and function of diphtheria toxin	REACT:R-HSA-5336415
hbegf	HBEGF	1839	VEGFA-VEGFR2 Pathway	REACT:R-HSA-4420097
hbegf	HBEGF	1839	VEGFR2 mediated cell proliferation	REACT:R-HSA-5218921
hnf4a	HNF4A	3172	AMPK signaling pathway	KEGG:hsa04152
hnf4a	HNF4A	3172	Developmental Biology	REACT:R-HSA-1266738
hnf4a	HNF4A	3172	Gene Expression	REACT:R-HSA-74160
hnf4a	HNF4A	3172	Generic Transcription Pathway	REACT:R-HSA-212436
hnf4a	HNF4A	3172	Maturity onset diabetes of the young	KEGG:hsa04950
hnf4a	HNF4A	3172	Nuclear Receptor transcription pathway	REACT:R-HSA-383280
hnf4a	HNF4A	3172	Regulation of beta-cell development	REACT:R-HSA-186712
hnf4a	HNF4A	3172	Regulation of gene expression in beta cells	REACT:R-HSA-210745
abo	ABO	28	Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG:hsa00601
abo	ABO	28	Metabolic pathways	KEGG:hsa01100
suv420h2 [Object not found]				
hla-dqa2	HLA-DQA2	3118	Adaptive Immune System	REACT:R-HSA-1280218
hla-dqa2	HLA-DQA2	3118	Allograft rejection	KEGG:hsa05330
hla-dqa2	HLA-DQA2	3118	Antigen processing and presentation	KEGG:hsa04612
hla-dqa2	HLA-DQA2	3118	Asthma	KEGG:hsa05310
hla-dqa2	HLA-DQA2	3118	Autoimmune thyroid disease	KEGG:hsa05320
hla-dqa2	HLA-DQA2	3118	Cell adhesion molecules (CAMs)	KEGG:hsa04514
hla-dqa2	HLA-DQA2	3118	Costimulation by the CD28 family	REACT:R-HSA-388841
hla-dqa2	HLA-DQA2	3118	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
hla-dqa2	HLA-DQA2	3118	Downstream TCR signaling	REACT:R-HSA-202424
hla-dqa2	HLA-DQA2	3118	Epstein-Barr virus infection	KEGG:hsa05169
hla-dqa2	HLA-DQA2	3118	Generation of second messenger molecules	REACT:R-HSA-202433
hla-dqa2	HLA-DQA2	3118	Graft-versus-host disease	KEGG:hsa05332
hla-dqa2	HLA-DQA2	3118	Hematopoietic cell lineage	KEGG:hsa04640
hla-dqa2	HLA-DQA2	3118	Herpes simplex infection	KEGG:hsa05168
hla-dqa2	HLA-DQA2	3118	HTLV-I infection	KEGG:hsa05166
hla-dqa2	HLA-DQA2	3118	Immune System	REACT:R-HSA-168256
hla-dqa2	HLA-DQA2	3118	Inflammatory bowel disease (IBD)	KEGG:hsa05321
hla-dqa2	HLA-DQA2	3118	Influenza A	KEGG:hsa05164
hla-dqa2	HLA-DQA2	3118	Interferon gamma signaling	REACT:R-HSA-877300
hla-dqa2	HLA-DQA2	3118	Interferon Signaling	REACT:R-HSA-913531
hla-dqa2	HLA-DQA2	3118	Intestinal immune network for IgA production	KEGG:hsa04672
hla-dqa2	HLA-DQA2	3118	Leishmaniasis	KEGG:hsa05140
hla-dqa2	HLA-DQA2	3118	MHC class II antigen presentation	REACT:R-HSA-2132295
hla-dqa2	HLA-DQA2	3118	PD-1 signaling	REACT:R-HSA-389948
hla-dqa2	HLA-DQA2	3118	Phagosome	KEGG:hsa04145
hla-dqa2	HLA-DQA2	3118	Phosphorylation of CD3 and TCR zeta chains	REACT:R-HSA-202427
hla-dqa2	HLA-DQA2	3118	Rheumatoid arthritis	KEGG:hsa05323
hla-dqa2	HLA-DQA2	3118	Staphylococcus aureus infection	KEGG:hsa05150
hla-dqa2	HLA-DQA2	3118	Systemic lupus erythematosus	KEGG:hsa05322
hla-dqa2	HLA-DQA2	3118	TCR signaling	REACT:R-HSA-202403
hla-dqa2	HLA-DQA2	3118	Th17 cell differentiation	KEGG:hsa04659
hla-dqa2	HLA-DQA2	3118	Th1 and Th2 cell differentiation	KEGG:hsa04658
hla-dqa2	HLA-DQA2	3118	Toxoplasmosis	KEGG:hsa05145
hla-dqa2	HLA-DQA2	3118	Translocation of ZAP-70 to Immunological synapse	REACT:R-HSA-202430
hla-dqa2	HLA-DQA2	3118	Tuberculosis	KEGG:hsa05152
hla-dqa2	HLA-DQA2	3118	Type I diabetes mellitus	KEGG:hsa04940
hla-dqa2	HLA-DQA2	3118	Viral myocarditis	KEGG:hsa05416
islr2 [No associated data found]				
fkbp6	FKBP6	8468	Cell Cycle	REACT:R-HSA-1640170
fkbp6	FKBP6	8468	Gene Expression	REACT:R-HSA-74160
fkbp6	FKBP6	8468	Gene Silencing by RNA	REACT:R-HSA-211000
fkbp6	FKBP6	8468	Meiosis	REACT:R-HSA-1500620
fkbp6	FKBP6	8468	Meiotic synapsis	REACT:R-HSA-1221632
fkbp6	FKBP6	8468	PIWI-interacting RNA (piRNA) biogenesis	REACT:R-HSA-5601884
cd278 [Object not found]				
icam1	ICAM1	3383	Adaptive Immune System	REACT:R-HSA-1280218
icam1	ICAM1	3383	African trypanosomiasis	KEGG:hsa05143
icam1	ICAM1	3383	AGE-RAGE signaling pathway in diabetic complications	KEGG:hsa04933
icam1	ICAM1	3383	Cell adhesion molecules (CAMs)	KEGG:hsa04514
icam1	ICAM1	3383	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
icam1	ICAM1	3383	Epstein-Barr virus infection	KEGG:hsa05169
icam1	ICAM1	3383	Extracellular matrix organization	REACT:R-HSA-1474244
icam1	ICAM1	3383	Fluid shear stress and atherosclerosis	KEGG:hsa05418
icam1	ICAM1	3383	HTLV-I infection	KEGG:hsa05166
icam1	ICAM1	3383	Immune System	REACT:R-HSA-168256
icam1	ICAM1	3383	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	REACT:R-HSA-198933
icam1	ICAM1	3383	Influenza A	KEGG:hsa05164
icam1	ICAM1	3383	Integrin cell surface interactions	REACT:R-HSA-216083
icam1	ICAM1	3383	Interferon gamma signaling	REACT:R-HSA-877300
icam1	ICAM1	3383	Interferon Signaling	REACT:R-HSA-913531
icam1	ICAM1	3383	Interleukin-10 signaling	REACT:R-HSA-6783783
icam1	ICAM1	3383	Interleukin-4 and 13 signaling	REACT:R-HSA-6785807
icam1	ICAM1	3383	Leukocyte transendothelial migration	KEGG:hsa04670
icam1	ICAM1	3383	Malaria	KEGG:hsa05144
icam1	ICAM1	3383	Natural killer cell mediated cytotoxicity	KEGG:hsa04650
icam1	ICAM1	3383	NF-kappa B signaling pathway	KEGG:hsa04064
icam1	ICAM1	3383	Rheumatoid arthritis	KEGG:hsa05323
icam1	ICAM1	3383	Signaling by Interleukins	REACT:R-HSA-449147
icam1	ICAM1	3383	Staphylococcus aureus infection	KEGG:hsa05150
icam1	ICAM1	3383	TNF signaling pathway	KEGG:hsa04668
icam1	ICAM1	3383	Viral myocarditis	KEGG:hsa05416
il1rl1	IL1RL1	9173	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
il1rl1	IL1RL1	9173	Immune System	REACT:R-HSA-168256
il1rl1	IL1RL1	9173	Signaling by Interleukins	REACT:R-HSA-449147
il17a	IL17A	3605	Cytokine-cytokine receptor interaction	KEGG:hsa04060
il17a	IL17A	3605	Cytokine Signaling in Immune system	REACT:R-HSA-1280215
il17a	IL17A	3605	IL-17 signaling pathway	KEGG:hsa04657
il17a	IL17A	3605	Immune System	REACT:R-HSA-168256
il17a	IL17A	3605	Inflammatory bowel disease (IBD)	KEGG:hsa05321
il17a	IL17A	3605	Interleukin-17 signaling	REACT:R-HSA-448424
il17a	IL17A	3605	Interleukin-4 and 13 signaling	REACT:R-HSA-6785807
il17a	IL17A	3605	Rheumatoid arthritis	KEGG:hsa05323
il17a	IL17A	3605	Signaling by Interleukins	REACT:R-HSA-449147
il17a	IL17A	3605	Th17 cell differentiation	KEGG:hsa04659
il21	IL21	59067	Cytokine-cytokine receptor interaction	KEGG:hsa04060
il21	IL21	59067	Inflammatory bowel disease (IBD)	KEGG:hsa05321
il21	IL21	59067	Jak-STAT signaling pathway	KEGG:hsa04630
il21	IL21	59067	Th17 cell differentiation	KEGG:hsa04659
il3ra	IL3RA	3563	Apoptosis	KEGG:hsa04210
il3ra	IL3RA	3563	ARMS-mediated activation	REACT:R-HSA-170984
il3ra	IL3RA	3563	Axon guidance	REACT:R-HSA-422475
