exposure.id	exposure	outcome	nsnp	effect_direction	used_instrument	exposure_cat	method	egger_intercept	egger_intercept_less_than_0.05	heterogeneity_Q_pval	heterogeneity_Q_pval_less_than_0.05	Fst	hazards	used_inst_code
prot-a-735	CUB and zona pellucida-like domain-containing protein 1	ER+	2	positive	genome-wide	Proteins	Inverse variance weighted	NA	NA	0.7485368638111799	FALSE	563.0577294429054	X	
prot-a-486	Cadherin-7	ER+	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01643477290084351	TRUE	0.02766495675200262	TRUE	97.42070837547986	H	
prot-a-488	Cadherin-related family member 3	ER+	2	negative	genome-wide	Proteins	Inverse variance weighted	NA	NA	0.4003179872666138	FALSE	31.20348684205774	X	
prot-a-346	Calcium/calmodulin-dependent protein kinase type 1	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.02667998819907273	TRUE	0.72198500604678	FALSE	962.121209780234		
prot-a-347	Calcium/calmodulin-dependent protein kinase type 1D	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01915820585366646	TRUE	0.1528693580794952	FALSE	84.64450553078537		
prot-a-366	Calpastatin	ER+	4	positive	genome-wide	Proteins	Inverse variance weighted	0.01457507018073558	TRUE	0.2405911379301663	FALSE	59.14026241650159		
prot-a-710	Cardiotrophin-1	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	0.1521890855021071	FALSE	0.376879540276921	FALSE	313.5289337034602	P	
prot-a-532	Cell growth regulator with EF hand domain protein 1	ER+	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.00520445524294161	TRUE	0.9359572209423784	FALSE	64.08736259726435		
prot-a-381	Coiled-coil domain-containing protein 134	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.08561571623822904	FALSE	0.0674020768725817	FALSE	36.55050076075315	P	
prot-a-305	Complement C1q tumor necrosis factor-related protein 5	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-521	Complement factor H-related protein 5	ER+	4	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.01092089456981753	TRUE	0.7592144803936708	FALSE	193.0158360210202		*
prot-a-609	Contactin-5	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-197	Cyclic AMP-dependent transcription factor ATF-6 alpha	ER+	1	overlaps null	cis_lessStringent_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-706	Cystatin-8	ER+	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	0.685129414651615	FALSE	494.8398529210534	X	
prot-a-760	Cytohesin-4	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.00593008020629136	TRUE	0.6739960424920773	FALSE	33.70141112540525		
prot-a-2486	DNA repair protein RAD51 homolog 4	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02937537471879878	TRUE	0.01130468358683672	TRUE	161.6045166902148	H	
prot-a-831	Delta-like protein 1	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2629	Diamine acetyltransferase 2	ER+	1	negative	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-766	Discoidin, CUB and LCCL domain-containing protein 2	ER+	2	negative	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	0.4271537639732783	FALSE	121.2542911551586	X	*
prot-a-836	DnaJ homolog subfamily B member 11	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-842	DnaJ homolog subfamily B member 9	ER+	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01255560732379812	TRUE	0.06924369242242719	FALSE	103.0020698695623		
prot-a-586	Dual specificity protein kinase CLK2	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.00693892728857807	TRUE	0.2941199571430931	FALSE	131.244178105077		
prot-a-884	Endothelin-converting enzyme 1	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02955311674306339	TRUE	0.091273188262286	FALSE	54.59631171122775		
prot-a-1835	Epididymis-specific alpha-mannosidase	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-977	Epiregulin	ER+	1	negative	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2892	Estrogen sulfotransferase	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.03699059748103438	TRUE	0.00235575436409109	TRUE	123.0106694348609	H	
prot-a-2891	Extracellular sulfatase Sulf-2	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.06802597349915725	FALSE	0.103736233539858	FALSE	67.10473261199236	P	
prot-a-1148	Ferritin	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01733409439711139	TRUE	0.02609977190792939	TRUE	138.9306936735618	H	
prot-a-1097	Fibroblast growth factor 7	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1117	Filamin-A	ER+	2	negative	genome-wide	Proteins	Inverse variance weighted	NA	NA	0.4385179865560764	FALSE	36.17005979803775	X	
prot-a-1414	Gamma-interferon-inducible protein 16	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1178	Guanylate-binding protein 6	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02150704571344234	TRUE	0.1028138971444708	FALSE	67.34014130701094		
prot-a-10	Histo-blood group ABO system transferase	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.02819430387802428	TRUE	0.0379304434971508	TRUE	3559.461537429006	H	
prot-a-2904	Histone-lysine N-methyltransferase SUV420H2	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.01021985175710382	TRUE	0.4967275384172281	FALSE	32.81934833667277		
prot-a-1576	Immunoglobulin superfamily containing leucine-rich repeat protein 2	ER+	1	negative	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1586	Inter-alpha-trypsin inhibitor heavy chain H1	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1506	Interleukin-21	ER+	3	positive	genome-wide	Proteins	Inverse variance weighted	-0.01604424759705785	TRUE	0.3817220848084184	FALSE	81.0257592830157		
prot-a-1530	Interleukin-3 receptor subunit alpha	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	0.01192094904841049	TRUE	0.06613189197709138	FALSE	352.2335840831743		
prot-a-1526	Interleukin-36 alpha	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01356184443997422	TRUE	0.1671481836440153	FALSE	94.8699216292012		
prot-a-1666	Kallikrein-7	ER+	3	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.0031858721812743	TRUE	0.95459106410074	FALSE	139.8640987105111		*
prot-a-1644	Killer cell immunoglobulin-like receptor 2DL5A	ER+	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	0.8667980597426216	FALSE	1138.520534635741	X	
prot-a-2666	L-Selectin	ER+	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	0.1576199877682607	FALSE	253.2963034464285	X	*
prot-a-1744	Leukocyte immunoglobulin-like receptor subfamily B member 2	ER+	3	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	7.684809324469998e-4	TRUE	0.7697613086368605	FALSE	285.5110920239602		*
prot-a-2356	Lysosomal Pro-X carboxypeptidase	ER+	1	overlaps null	genome-wide	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	
prot-a-1833	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	ER+	3	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.02844269407003263	TRUE	0.1232227523722019	FALSE	61.84001603128789		*
prot-a-2815	Maspardin	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.01002223205282161	TRUE	0.2957829994768187	FALSE	186.4573664593536		
prot-a-1858	Matrilin-3	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.00428257667400493	TRUE	0.9491267077232614	FALSE	36.44678651735981		
prot-a-2396	Myeloblastin	ER+	3	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.01487056880002778	TRUE	0.465748596555104	FALSE	214.0835944165729		*
prot-a-1930	Myeloperoxidase	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-213	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	ER+	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	0.4439898833986247	FALSE	41.2562606308184	X	*
prot-a-2025	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	ER+	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	0.826573477505447	FALSE	940.5558313085528	X	
prot-a-2007	Neural cell adhesion molecule 1	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.04543945563204025	TRUE	0.5151426954175498	FALSE	40.25916982675071		
prot-a-2082	Neuropeptide W	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2337	Neutrophil-activating peptide 2	ER+	3	positive	genome-wide	Proteins	Inverse variance weighted	0.01986268201048824	TRUE	0.5780616646911707	FALSE	46.33588262140548		
prot-a-1389	Oxidoreductase HTATIP2	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2087	Oxysterols receptor LXR-beta	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01371657359253881	TRUE	0.1732155652601778	FALSE	98.06987279002658		
prot-a-2189	PAX-interacting protein 1	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.00945355131792571	TRUE	0.4225792727370329	FALSE	45.85395231194759		
prot-a-2357	PR domain zinc finger protein 1	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.2995279947147287	FALSE	0.00868685834428955	TRUE	321.1628448099249	HP	
prot-a-2341	Peptidyl-prolyl cis-trans isomerase E	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2166	Platelet-activating factor acetylhydrolase IB subunit beta	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.02678846622884895	TRUE	0.8690709243053203	FALSE	51.05793292876007		
prot-a-2308	Plexin-B2	ER+	3	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.05882239787150307	FALSE	0.4150818880386154	FALSE	204.5590551445021	P	*
prot-a-1610	Potassium voltage-gated channel subfamily E member 2	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.02029924357800347	TRUE	0.5627027383447992	FALSE	418.8967657570183		
prot-a-2073	Pro-FMRFamide-related neuropeptide FF	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.04312933619698672	TRUE	0.4497620368142629	FALSE	272.3163399028714		
prot-a-648	Probable carboxypeptidase X1	ER+	3	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.0087775585905551	TRUE	0.7197037863837472	FALSE	119.4330829935816		*
prot-a-2427	Prostaglandin F2 receptor negative regulator	ER+	5	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	-0.01635615042449471	TRUE	0.1774038841070578	FALSE	308.9806139829305		*
prot-a-1049	Protein FAM3B	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.05090233230205827	FALSE	5.854056508254545e-4	TRUE	120.7860013076841	HP	
prot-a-2616	Protein S100-A13	ER+	1	overlaps null	genome-wide	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	
prot-a-995	Protein eva-1 homolog C	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	3.738904079119789e-4	TRUE	0.966335117723734	FALSE	219.3082177679388		
prot-a-3093	Protein-tyrosine sulfotransferase 2	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2205	Protocadherin beta-4	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.02780119237898301	TRUE	0.1321605358562641	FALSE	97.93019577594453		
prot-a-149	Rho GTPase-activating protein 30	ER+	5	negative	genome-wide	Proteins	Inverse variance weighted	0.03547242533600021	TRUE	0.2754798414005015	FALSE	64.92877318533793		
prot-a-2744	SLAM family member 7	ER+	3	negative	genome-wide	Proteins	Inverse variance weighted	-0.0173683215954245	TRUE	0.1898854225107777	FALSE	130.4280317215262		
prot-a-2820	Serine protease inhibitor Kazal-type 6	ER+	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	0.1790722588280693	FALSE	484.4694072877744	X	*
prot-a-2877	Serine/threonine-protein kinase 16	ER+	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.03736281421417944	TRUE	0.04314841862776807	TRUE	46.03806323454322	H	
prot-a-3109	Thiosulfate sulfurtransferase	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-8.635238240834005e-4	TRUE	0.9935725745025704	FALSE	527.1197543652609		
prot-a-3076	Torsin-1A-interacting protein 1	ER+	4	negative	genome-wide	Proteins	Inverse variance weighted	0.00133840377572922	TRUE	0.1061911021911058	FALSE	109.1942551914585		
prot-a-2959	Transferrin receptor protein 1	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	0.05294168857847483	FALSE	0.2733945361517237	FALSE	48.7581344954204	P	
prot-a-2951	Trefoil factor 1	ER+	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.03326278313131849	TRUE	6.124394945506609e-4	TRUE	42.13958191684817	H	
prot-a-2392	Trypsin-2	ER+	2	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	0.1234470143862153	FALSE	60.58391411542109	X	*
prot-a-2978	Tyrosine-protein kinase receptor Tie-1, soluble	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-2747	Urea transporter 2	ER+	4	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.01213262595065814	TRUE	0.03164555391615024	TRUE	147.094075808277	H	
prot-a-3197	Vascular endothelial growth factor A, isoform 121	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-1622	Vascular endothelial growth factor receptor 2	ER+	3	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.01519714076150072	TRUE	0.115999638402908	FALSE	158.2292146547896		*
prot-a-3214	Vitronectin	ER+	1	overlaps null	cis_5e-08_r2=0.01	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
prot-a-3243	Xyloside xylosyltransferase 1	ER+	2	positive	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	NA	NA	0.847905277855712	FALSE	68.7900629903723	X	*
prot-a-3258	Zinc fingers and homeoboxes protein 3	ER+	3	overlaps null	genome-wide	Proteins	Inverse variance weighted	-0.03704150261880618	TRUE	0.07606687857285016	FALSE	38.45210883068818		
prot-b-71	fatty acid binding protein 4	ER+	3	positive	genome-wide	Proteins	Inverse variance weighted	-0.03318171774051164	TRUE	0.7934521662675224	FALSE	36.77191193098646		
prot-b-55	growth differentiation factor 15	ER+	1	overlaps null	genome-wide	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	
prot-b-38	interleukin 1 receptor like 1	ER+	4	overlaps null	cis_5e-08_r2=0.01	Proteins	Inverse variance weighted	0.00741044367896374	TRUE	0.1250571101499972	FALSE	204.3529414085798		*
prot-a-2575	rRNA methyltransferase 3, mitochondrial	ER+	4	negative	genome-wide	Proteins	Inverse variance weighted	0.00168838034910297	TRUE	0.3052562313548298	FALSE	268.8010808261785		
ieu-a-1049	Iron	ER+	3	overlaps null	NA	Other biomarkers	Inverse variance weighted	-0.01997015544198094	TRUE	0.1248238297199302	FALSE	250.5964248215289		*
ukb-a-11	Morning/evening person (chronotype)	ER+	77	positive	NA	Sleep	Inverse variance weighted	0.00101822211305779	TRUE	1.72237075782885e-8	TRUE	45.4632905917941	H	*
ukb-a-13	Sleeplessness / insomnia	ER+	26	overlaps null	NA	Sleep	Inverse variance weighted	0.01636923785837953	TRUE	0.04531335275399872	TRUE	39.43460993869475	H	*
ukb-a-14	Snoring	ER+	20	positive	NA	Sleep	Inverse variance weighted	0.00906525760777435	TRUE	3.167711169019367e-9	TRUE	37.82819614300019	H	*
ukb-a-491	Medication for cholesterol  blood pressure or diabetes: Insulin	ER+	7	overlaps null	NA	Drugs	Inverse variance weighted	0.03040221701082492	TRUE	1.13858632616445e-8	TRUE	119.7214419137982	H	*
ukb-b-17616	Treatment/medication code: xalatan 0.005% eye drops	ER+	5	overlaps null	NA	Drugs	Inverse variance weighted	-0.14627007727871	FALSE	0.01626380001635296	TRUE	34.25167083332275	HP	*
met-c-887	Cholesterol esters in large VLDL	ER+	12	negative	NA	Lipids	Inverse variance weighted	-0.00104793210015675	TRUE	0.9737583467259494	FALSE	69.97993272180987		*
met-c-958	Concentration of chylomicrons and largest VLDL particles	ER+	7	negative	NA	Lipids	Inverse variance weighted	0.00798067917946453	TRUE	0.6839651628008621	FALSE	51.15597479065978		*
met-c-890	Concentration of large VLDL particles	ER+	10	negative	NA	Lipids	Inverse variance weighted	0.00176865936390604	TRUE	0.9396853995391118	FALSE	71.65232430338632		*
met-c-913	Concentration of medium VLDL particles	ER+	14	negative	NA	Lipids	Inverse variance weighted	4.407996456341462e-4	TRUE	0.5072433306924957	FALSE	68.54879385328462		*
met-c-922	Concentration of small HDL particles	ER+	5	negative	NA	Lipids	Inverse variance weighted	-0.00213082516980456	TRUE	0.4281499705459916	FALSE	99.77354580307016		*
met-c-950	Concentration of very large VLDL particles	ER+	8	negative	NA	Lipids	Inverse variance weighted	0.00104037353394511	TRUE	0.8057944870832001	FALSE	61.85752287548454		*
met-c-900	Free cholesterol in medium HDL	ER+	5	positive	NA	Lipids	Inverse variance weighted	0.01008057892885068	TRUE	0.5203032241233286	FALSE	76.6545636010931		*
met-c-911	Free cholesterol in medium VLDL	ER+	12	negative	NA	Lipids	Inverse variance weighted	0.00708017237691082	TRUE	0.302716639837122	FALSE	84.29699099777352		*
ukb-d-30760_irnt	HDL cholesterol	ER+	245	positive	NA	Lipids	Inverse variance weighted	-0.00120218111720416	TRUE	1.255739855608449e-26	TRUE	187.5122044142874	H	*
met-c-914	Phospholipids in medium VLDL	ER+	15	negative	NA	Lipids	Inverse variance weighted	0.004359007283494	TRUE	0.4036411609036043	FALSE	74.26165521183952		*
met-c-864	Total cholesterol in HDL	ER+	12	positive	NA	Lipids	Inverse variance weighted	0.00394590059874011	TRUE	0.4489580220880055	FALSE	89.64046760115828		*
met-c-886	Total cholesterol in large VLDL	ER+	10	negative	NA	Lipids	Inverse variance weighted	0.00271577386963789	TRUE	0.9422947836858364	FALSE	73.86688913694599		*
met-c-909	Total cholesterol in medium VLDL	ER+	15	negative	NA	Lipids	Inverse variance weighted	0.00706158958955181	TRUE	0.1893382828703807	FALSE	79.54302804071806		*
met-c-927	Total cholesterol in small VLDL	ER+	16	negative	NA	Lipids	Inverse variance weighted	0.00487528888605969	TRUE	0.2768391301445052	FALSE	74.10953558607433		*
met-c-889	Total lipids in large VLDL	ER+	9	negative	NA	Lipids	Inverse variance weighted	2.497940889923797e-4	TRUE	0.6442590381540018	FALSE	66.92067826658416		*
met-c-912	Total lipids in medium VLDL	ER+	12	negative	NA	Lipids	Inverse variance weighted	-0.00253143415776202	TRUE	0.7991667888352807	FALSE	75.16556497787158		*
met-c-945	Total lipids in very large HDL	ER+	13	overlaps null	NA	Lipids	Inverse variance weighted	-0.00752009307986317	TRUE	0.207956419784591	FALSE	115.1596956433831		*
met-c-923	Triglycerides in small HDL	ER+	11	negative	NA	Lipids	Inverse variance weighted	-0.00492241615259993	TRUE	0.6781674796420547	FALSE	77.97410997797596		*
prot-a-550	Carbohydrate sulfotransferase 11	ER+	2	positive	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-3000	Transmembrane protein 132C	ER+	2	overlaps null	genome-wide	Proteins	Inverse variance weighted	NA	NA	NA	NA	NA	X	
prot-a-643	Carboxypeptidase A4	ER+	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	-0.06858839014422834	FALSE	0.2264568175441669	FALSE	591.1351558561936	P	*
prot-a-1369	Haptoglobin	ER+	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	-0.00293676950246931	TRUE	0.02170448212057238	TRUE	482.217905852921	H	*
prot-a-1317	Hemoglobin subunit zeta	ER+	2	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	0.160331405460795	FALSE	884.8993072768711	X	*
prot-a-1540	Interleukin-6 receptor subunit alpha	ER+	2	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	0.2717734020754137	FALSE	989.5306723163704	X	*
prot-a-1541	Interleukin-6 receptor subunit alpha	ER+	2	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	0.2729791036107818	FALSE	981.1672375346844	X	*
prot-a-2824	Kunitz-type protease inhibitor 2	ER+	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	-0.00429691718447255	TRUE	0.8304477775325662	FALSE	690.2075805126892		*
prot-a-1074	Low affinity immunoglobulin gamma Fc region receptor II-a	ER+	3	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	0.00422455688286583	TRUE	0.7675412798768741	FALSE	668.1132018787407		*
prot-a-2493	Retinoic acid receptor responder protein 1	ER+	2	overlaps null	cis_5e-08_r2=0.001	Proteins	Inverse variance weighted	NA	NA	0.0823885908602313	FALSE	1274.866339814657	X	*
prot-a-2291	Secretory phospholipase A2 receptor	ER+	1	overlaps null	cis_5e-08_r2=0.001	Proteins	Wald ratio	NA	NA	NA	NA	NA	X	*
ieu-a-974	Body mass index	ER-	36	negative	NA	Antrophometric	Inverse variance weighted	0.018763454915884	TRUE	6.315520560943863e-7	TRUE	66.36686575025207	H	*
ieu-a-835	Body mass index	ER-	66	negative	NA	Antrophometric	Inverse variance weighted	0.01598975054135095	TRUE	4.004482186090779e-9	TRUE	67.65371993763944	H	*
ieu-a-1096	Childhood obesity	ER-	4	negative	NA	Antrophometric	Inverse variance weighted	-0.01088345518388344	TRUE	0.0627991198741541	FALSE	44.00134729502689		*
ukb-b-4650	Comparative body size at age 10	ER-	204	negative	NA	Antrophometric	Inverse variance weighted	0.00828329015590021	TRUE	1.79695453673375e-10	TRUE	77.83073651180398	H	*
ieu-a-85	Extreme body mass index	ER-	7	negative	NA	Antrophometric	Inverse variance weighted	0.04849732132297079	TRUE	0.00510967222103373	TRUE	53.57550086757505	H	*
ieu-a-1034	Height	ER-	4	overlaps null	NA	Antrophometric	Inverse variance weighted	0.1176266923893435	FALSE	0.4298366708802875	FALSE	37.49891398653065	P	*
ieu-a-89	Height	ER-	346	overlaps null	NA	Antrophometric	Inverse variance weighted	-0.00200329514663753	TRUE	4.21609728301499e-8	TRUE	86.90408816518514	H	*
ieu-a-49	Hip circumference	ER-	49	negative	NA	Antrophometric	Inverse variance weighted	0.02654396173717932	TRUE	1.622249450808352e-12	TRUE	56.07180215037555	H	*
ieu-a-99	Hip circumference	ER-	3	overlaps null	NA	Antrophometric	Inverse variance weighted	0.443413995881503	FALSE	2.574487931474795e-6	TRUE	40.36456285099892	HP	*
ieu-a-101	Hip circumference	ER-	5	positive	NA	Antrophometric	Inverse variance weighted	0.01486155411937066	TRUE	0.2839854161462175	FALSE	35.36050888908887		*
ieu-a-55	Hip circumference	ER-	67	overlaps null	NA	Antrophometric	Inverse variance weighted	0.00256792452910143	TRUE	1.872910595375987e-7	TRUE	58.57073045201012	H	*
ukb-b-19921	Impedance of whole body	ER-	484	positive	NA	Antrophometric	Inverse variance weighted	-0.00547868435553735	TRUE	6.767119202887862e-39	TRUE	75.04420301116643	H	*
ieu-a-91	Obesity class 2	ER-	10	negative	NA	Antrophometric	Inverse variance weighted	0.0349978076257076	TRUE	0.03241794808751958	TRUE	63.36806688163625	H	*
ieu-a-93	Overweight	ER-	14	negative	NA	Antrophometric	Inverse variance weighted	0.03183988934332087	TRUE	8.260272611176142e-7	TRUE	61.85058082585157	H	*
ukb-a-195	Sitting height	ER-	406	overlaps null	NA	Antrophometric	Inverse variance weighted	0.00371881785922256	TRUE	2.542035096268094e-10	TRUE	99.55995896363888	H	*
ieu-a-69	Waist circumference	ER-	20	overlaps null	NA	Antrophometric	Inverse variance weighted	0.01741586134990845	TRUE	0.03746756958997	TRUE	53.9236292238469	H	*
ieu-a-75	Waist-to-hip ratio	ER-	20	overlaps null	NA	Antrophometric	Inverse variance weighted	0.02518798765694477	TRUE	2.433950880590255e-8	TRUE	54.80419522127672	H	*
ukb-b-12039	Weight	ER-	444	negative	NA	Antrophometric	Inverse variance weighted	0.00847656093506259	TRUE	2.135947864983274e-16	TRUE	74.21150286156032	H	*
ieu-a-107	Weight	ER-	10	negative	NA	Antrophometric	Inverse variance weighted	0.07553889139969933	FALSE	7.319749609009217e-7	TRUE	53.56167295850256	HP	*
ukb-b-14540	Whole body water mass	ER-	505	negative	NA	Antrophometric	Inverse variance weighted	0.00493476071751961	TRUE	1.7759489873189e-26	TRUE	91.09462965536964	H	*
ukb-b-2346	Duration of moderate activity	ER-	6	overlaps null	NA	Physical activity	Inverse variance weighted	0.05205755980343708	FALSE	0.09030355618151302	FALSE	31.81627167357332	P	*
ukb-b-8865	Time spent doing light physical activity	ER-	3	overlaps null	NA	Physical activity	Inverse variance weighted	-0.01368390814323172	TRUE	0.8688633170507918	FALSE	31.71548099669313		*
ukb-a-487	Types of physical activity in last 4 weeks: Heavy DIY (eg: weeding  lawn mowing  carpentry  digging)	ER-	3	overlaps null	NA	Physical activity	Inverse variance weighted	0.0250238316334784	TRUE	0.9609341143356228	FALSE	39.63119445602797		*
ukb-a-483	Types of physical activity in last 4 weeks: None of the above	ER-	7	overlaps null	NA	Physical activity	Inverse variance weighted	-0.01601463280488427	TRUE	0.02585935678537422	TRUE	32.16090231670491	H	*
ukb-b-7663	Types of physical activity in last 4 weeks: Strenuous sports	ER-	6	overlaps null	NA	Physical activity	Inverse variance weighted	0.01184819133352605	TRUE	0.02579971473747169	TRUE	38.25328166832433	H	*
ukb-b-16886	Types of transport used (excluding work): Car/motor vehicle	ER-	5	overlaps null	NA	Physical activity	Inverse variance weighted	0.04278357430257477	TRUE	0.05162694925431273	FALSE	33.8842292644038		*
ukb-b-1004	Added milk to espresso	ER-	3	overlaps null	NA	Diet and supplements	Inverse variance weighted	-0.02048548342843587	TRUE	0.9332045772233	FALSE	33.16808477137128		*
ukb-d-1468_5	Cereal type: Other (e.g. Cornflakes, Frosties)	ER-	10	overlaps null	NA	Diet and supplements	Inverse variance weighted	0.02253754169133994	TRUE	1.178507706418161e-10	TRUE	40.29065313473235	H	*
